  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:45:32     11.29     86.71     57.49     47.12
13:45:33     12.89     93.90     58.11     47.40
13:45:34     13.28     93.38     57.68     47.01
13:45:35     12.07     93.06     57.79     47.01
13:45:36     13.17     92.88     57.62     47.00
13:45:37     13.48     91.51     57.60     47.12
13:45:38     13.24     91.69     56.68     46.08
13:45:39     14.21     92.59     57.26     46.83
13:45:40     13.64     92.79     57.25     46.66
13:45:41     12.67     93.36     57.76     47.09
13:45:42     13.38     92.73     57.80     47.15
13:45:43     11.79     91.64     57.05     46.54
13:45:44     12.36     94.28     58.52     47.70
13:45:45     13.12     96.39     60.03     48.98
13:45:46     13.59     95.78     60.14     49.10
13:45:47     12.14     91.84     56.83     46.20
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:45:48     12.89     94.75     58.91     48.05
13:45:49     13.84     97.02     59.81     48.87
13:45:50     13.71     95.01     59.35     48.28
13:45:51     14.23     93.62     57.86     47.30
13:45:52     12.73     91.92     57.36     46.78
13:45:53     13.17     94.61     58.67     47.71
13:45:54     14.38     92.03     57.06     46.65
13:45:55     13.61     92.08     57.17     46.47
13:45:56     13.67     93.23     57.55     46.91
13:45:57     13.07     81.05     57.18     46.74
13:45:58     12.80     87.62     57.33     46.74
13:45:59     13.62     93.39     57.82     47.01
13:46:00     13.82     93.18     57.48     47.04
13:46:01     14.85     93.39     57.74     47.09
13:46:02     13.83     92.54     57.42     46.79
13:46:03     14.69     92.93     57.25     46.66
13:46:04     12.75     91.34     56.70     46.11
13:46:05     14.01     91.74     56.63     46.28
13:46:06     14.89     92.76     57.64     47.01
13:46:07     15.19     94.98     59.11     48.08
13:46:08     14.98     93.71     58.36     47.73
13:46:09     13.96     93.94     58.39     47.36
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:46:10     13.92     94.58     59.34     47.73
13:46:11     13.48     75.99     57.48     46.20
13:46:12     13.31     72.82     57.82     46.51
13:46:13     11.88     73.11     58.03     46.54
13:46:14     12.32     73.47     58.59     47.27
13:46:15     11.97     76.91     59.45     47.82
13:46:16     15.14     92.96     58.46     47.04
13:46:17     13.35     93.96     59.11     47.50
13:46:18     13.57     94.10     58.88     47.47
13:46:19     13.83     93.37     58.75     47.27
13:46:20     13.85     93.28     58.74     47.12
13:46:21     13.51     92.81     58.25     47.04
13:46:22     13.24     91.33     57.83     46.43
13:46:23     12.40     93.24     58.47     47.04
13:46:24     13.13     92.25     57.88     46.54
13:46:25     12.32     91.41     58.05     46.81
13:46:26     11.77     93.62     58.61     47.24
13:46:27     12.92     91.78     57.96     46.62
13:46:28     12.33     94.13     58.90     47.36
13:46:29     12.21     93.02     58.61     47.04
13:46:30     12.26     94.24     59.30     47.70
13:46:31     12.09     95.95     60.40     48.71
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:46:32     11.89     96.61     60.98     48.95
13:46:33     11.73     95.16     59.90     48.17
13:46:34     13.61     94.74     59.72     48.05
13:46:35     12.67     95.82     60.44     48.78
13:46:36     14.31     93.70     59.15     47.62
13:46:37     15.26     92.77     58.18     46.77
13:46:38     12.30     93.18     58.32     46.89
13:46:39     13.03     93.04     58.45     46.89
13:46:40     12.65     92.42     58.51     47.12
13:46:41     14.69     92.48     58.03     46.66
13:46:42     15.12     91.75     58.25     46.89
13:46:43     16.33     93.46     58.32     47.01
13:46:44     16.89     92.45     58.54     47.00
13:46:45     15.99     93.88     59.01     47.59
13:46:46     15.02     93.68     58.74     47.24
13:46:47     16.13     93.76     58.76     47.12
13:46:48     18.48     94.77     59.27     47.79
13:46:49     17.37     95.01     60.22     48.37
13:46:50     15.23     95.49     59.63     48.05
13:46:51     15.05     95.03     59.88     48.05
13:46:52     13.41     96.01     59.92     48.28
13:46:53     14.33     95.95     60.35     48.51
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:46:54     14.31     95.74     59.90     48.28
13:46:55     14.64     95.20     59.90     48.05
13:46:56     15.09     95.49     59.63     48.05
13:46:57     14.41     92.68     58.62     47.23
13:46:58     16.94     94.48     58.61     47.12
13:46:59     13.10     94.15     58.90     47.36
13:47:00     13.64     92.90     58.03     46.66
13:47:01     13.81     94.16     59.05     47.36
13:47:02     14.01     95.06     60.00     48.28
13:47:03     13.54     95.08     59.47     47.82
13:47:04     13.07     94.22     59.03     47.59
13:47:05     12.24     94.87     59.32     47.70
13:47:06     12.32     94.99     59.71     48.05
13:47:07     12.43     95.05     59.61     47.94
13:47:08     10.87     93.75     58.90     47.36
13:47:09     10.46     93.12     58.32     46.89
13:47:10     12.92     92.69     58.83     47.36
13:47:11     11.92     93.24     58.72     47.26
13:47:12     12.03     84.50     58.19     46.78
13:47:13     12.63     92.74     58.17     46.78
13:47:14     12.00     91.83     57.45     46.20
13:47:15     13.38     91.82     57.53     46.28
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:47:16     13.96     90.33     56.87     45.58
13:47:17     14.87     90.71     57.30     46.20
13:47:18     13.38     92.67     58.16     46.78
13:47:19     13.16     92.81     58.19     46.66
13:47:20     12.63     93.64     58.61     47.27
13:47:21     12.79     93.21     58.56     47.09
13:47:22     14.06     93.39     58.61     47.01
13:47:23     11.85     92.90     58.16     46.89
13:47:24     12.18     88.18     58.10     46.78
13:47:25     13.05     93.03     58.61     47.04
13:47:26     13.50     92.98     58.11     46.86
13:47:27     13.74     82.44     57.94     47.01
13:47:28     12.94     93.21     58.32     46.89
13:47:29     13.31     92.37     57.76     46.43
13:47:30     16.53     94.10     59.19     47.50
13:47:31     13.61     92.21     57.98     46.76
13:47:32     14.33     93.10     58.45     46.89
13:47:33     12.35     93.49     58.74     47.24
13:47:34     16.25     92.32     58.41     47.12
13:47:35     13.25     93.45     58.90     47.29
13:47:36     14.71     92.92     58.03     46.78
13:47:37     12.61     91.71     58.39     47.01
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:47:38     13.97     93.08     58.33     46.92
13:47:39     12.16     92.77     58.30     46.89
13:47:40     12.80     92.35     58.06     46.57
13:47:41     14.30     93.87     58.69     47.32
13:47:42     13.06     93.71     59.14     47.59
13:47:43     13.02     93.88     58.90     47.36
13:47:44     13.20     92.98     58.45     46.89
13:47:45     12.97     94.81     59.50     47.87
13:47:46     14.76     93.24     58.53     47.09
13:47:47     12.34     93.57     58.61     47.24
13:47:48     13.47     93.14     58.59     47.01
13:47:49     13.24     93.29     58.10     46.82
13:47:50     13.00     88.89     58.48     47.04
13:47:51     11.68     74.52     58.69     47.09
13:47:52     12.60     89.99     58.01     46.78
13:47:53     13.48     92.02     57.50     46.23
13:47:54     12.64     91.86     57.61     46.20
13:47:55     12.94     93.02     58.16     46.89
13:47:56     13.16     94.10     59.48     47.73
13:47:57     14.20     93.99     59.02     47.62
13:47:58     14.56     94.70     59.61     47.94
13:47:59     12.92     94.35     60.25     48.40
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:48:00     13.47     92.33     57.61     46.31
13:48:01     12.95     93.43     58.40     47.15
13:48:02     14.46     94.11     59.51     47.90
13:48:03     14.06     95.00     59.47     47.82
13:48:04     14.10     95.82     60.59     48.75
13:48:05     14.43     94.41     59.34     47.71
13:48:06     14.54     91.14     57.36     46.22
13:48:07     13.07     91.14     57.03     45.85
13:48:08     14.12     90.85     57.04     45.76
13:48:09     13.49     90.85     56.90     45.73
13:48:10     13.21     91.53     57.17     46.08
13:48:11     11.58     92.35     57.74     46.43
13:48:12     13.36     92.78     58.21     46.81
13:48:13     13.88     92.50     58.11     46.63
13:48:14     15.06     91.87     57.45     46.31
13:48:15     14.07     93.66     58.74     47.24
13:48:16     13.38     92.34     58.30     46.89
13:48:17     15.29     94.08     58.77     47.27
13:48:18     13.92     94.97     59.50     47.70
13:48:19     14.72     95.70     59.84     48.25
13:48:20     14.23     92.60     57.76     46.43
13:48:21     15.21     94.44     59.61     47.82
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:48:22     14.57     95.68     59.90     48.28
13:48:23     15.53     94.96     59.69     48.02
13:48:24     16.28     94.78     59.19     47.59
13:48:25     13.48     92.44     57.91     46.57
13:48:26     13.99     92.30     57.88     46.54
13:48:27     13.62     92.10     57.88     46.54
13:48:28     13.62     95.69     60.16     48.40
13:48:29     14.73     94.89     59.63     47.97
13:48:30     13.46     96.15     60.21     48.40
13:48:31     13.99     94.75     59.42     47.78
13:48:32     13.14     91.31     58.03     46.66
13:48:33     11.49     92.20     57.88     46.54
13:48:34     13.09     91.91     57.61     46.20
13:48:35     12.32     90.90     57.30     46.11
13:48:36     13.80     93.02     58.45     47.12
13:48:37     15.44     94.96     59.69     48.02
13:48:38     14.38     95.07     59.63     47.82
13:48:39     15.41     95.24     59.61     48.05
13:48:40     14.05     94.94     59.74     47.94
13:48:41     14.10     94.56     59.05     47.62
13:48:42     13.78     94.64     59.34     47.70
13:48:43     15.72     93.45     58.60     47.15
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:48:44     12.74     94.95     59.47     47.82
13:48:45     12.77     95.62     60.05     48.28
13:48:46     14.40     94.41     59.85     48.05
13:48:47     13.38     95.43     60.19     48.55
13:48:48     11.81     95.68     59.90     48.17
13:48:49     13.07     95.33     59.82     48.13
13:48:50     11.29     94.50     59.45     47.82
13:48:51     14.78     93.73     58.90     47.36
13:48:52     12.63     92.45     58.43     46.89
13:48:53     13.35     94.96     59.34     47.85
13:48:54     13.32     92.70     58.18     46.66
13:48:55     13.99     92.30     58.09     46.74
13:48:56     12.46     91.34     57.01     45.96
13:48:57     12.65     91.99     57.61     46.31
13:48:58     13.90     92.27     57.74     46.43
13:48:59     12.91     92.73     58.19     46.81
13:49:00     13.57     92.73     58.30     46.89
13:49:01     15.15     92.76     58.11     46.74
13:49:02     11.29     92.29     57.74     46.43
13:49:03     13.51     93.57     58.61     47.01
13:49:04     11.83     93.63     58.59     47.24
13:49:05     12.69     92.85     58.61     47.04
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:49:06     13.83     93.51     58.47     47.01
13:49:07     13.67     93.35     58.45     47.01
13:49:08     12.37     92.42     57.98     46.62
13:49:09     13.56     92.35     57.88     46.54
13:49:10     12.37     93.67     58.59     47.24
13:49:11     12.73     87.63     55.14     44.11
13:49:12     13.11     92.46     58.03     46.69
13:49:13     14.62     93.19     58.32     47.01
13:49:14     12.14     92.69     58.31     46.86
13:49:15     13.95     92.25     57.87     46.54
13:49:16     12.12     93.16     58.32     46.89
13:49:17     13.93     93.77     58.74     47.12
13:49:18     13.00     93.50     58.63     47.15
13:49:19     12.19     93.05     58.97     47.59
13:49:20     12.87     94.22     59.47     47.82
13:49:21     12.40     92.79     58.27     46.86
13:49:22     11.87     89.86     59.74     47.95
13:49:23     13.29     91.16     57.97     46.66
13:49:24     13.98     94.07     59.38     47.79
13:49:25     13.24     94.57     59.30     47.82
13:49:26     13.07     93.63     59.28     47.70
13:49:27     14.43     94.77     59.34     47.71
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:49:28     11.89     94.89     59.69     47.90
13:49:29     12.93     93.83     59.14     47.70
13:49:30     12.20     94.78     59.61     47.82
13:49:31     13.45     95.13     59.76     48.08
13:49:32     13.22     89.84     56.56     45.52
13:49:33     12.67     93.23     58.48     46.89
13:49:34     11.66     92.43     57.96     46.74
13:49:35     13.07     91.33     57.16     45.96
13:49:36     13.02     92.15     57.74     46.43
13:49:37     13.62     92.42     57.88     46.54
13:49:38     13.34     93.58     59.49     47.97
13:49:39     14.13     94.06     59.56     47.94
13:49:40     12.61     93.16     58.32     46.89
13:49:41     12.42     93.36     58.55     46.97
13:49:42     12.49     93.08     58.32     47.01
13:49:43     13.78     93.21     58.72     47.24
13:49:44     12.92     94.10     59.19     47.62
13:49:45     13.23     93.70     58.88     47.36
13:49:46     13.52     92.09     57.74     46.31
13:49:47     12.86     93.06     58.16     46.78
13:49:48     13.65     91.92     57.73     46.57
13:49:49     14.30     95.50     60.18     48.28
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:49:50     13.30     95.70     60.03     48.40
13:49:51     14.16     95.94     60.34     48.55
13:49:52     13.41     94.05     59.16     47.59
13:49:53     13.53     94.55     59.59     47.82
13:49:54     12.62     93.45     58.32     47.01
13:49:55     13.58     92.37     58.18     46.69
13:49:56     13.67     93.69     58.47     47.12
13:49:57     13.55     92.84     58.30     46.89
13:49:58     12.59     93.36     58.61     47.15
13:49:59     11.88     93.21     58.32     46.89
13:50:00     11.68     92.49     57.90     46.54
13:50:01     12.45     93.68     58.87     47.24
13:50:02     10.70     93.15     58.60     47.15
13:50:03     13.68     93.21     58.59     47.12
13:50:04     11.82     94.15     59.30     47.70
13:50:05     12.83     94.86     59.74     48.20
13:50:06     12.46     94.26     59.32     47.59
13:50:07     12.15     92.98     59.10     47.70
13:50:08     11.56     96.02     60.05     48.29
13:50:09     13.65     95.91     60.13     48.37
13:50:10     11.37     95.47     59.76     48.05
13:50:11     13.38     95.45     59.90     48.17
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:50:12     12.33     95.04     59.90     48.20
13:50:13     12.87     94.77     59.74     48.05
13:50:14     11.53     95.02     59.61     47.94
13:50:15     14.07     94.88     59.45     47.82
13:50:16     12.69     94.49     59.42     47.79
13:50:17     14.34     93.50     58.99     47.47
13:50:18     12.86     93.78     59.03     47.36
13:50:19     13.63     94.63     59.53     48.08
13:50:20     12.74     94.40     59.59     47.82
13:50:21     12.28     93.39     58.32     47.01
13:50:22     12.25     92.87     58.30     46.78
13:50:23     13.06     93.97     59.11     47.67
13:50:24     13.34     96.25     60.32     48.52
13:50:25     13.33     94.39     59.32     47.70
13:50:26     13.54     94.37     59.48     47.73
13:50:27     14.55     93.93     58.88     47.47
13:50:28     13.34     94.76     59.34     47.70
13:50:29     14.27     94.00     59.01     47.47
13:50:30     12.84     93.78     58.84     47.32
13:50:31     13.68     94.40     59.57     47.94
13:50:32     12.22     93.32     58.74     47.24
13:50:33     13.03     93.20     59.20     47.67
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:50:34     13.01     93.97     59.01     47.47
13:50:35     13.28     95.54     60.16     48.40
13:50:36     12.82     95.73     60.75     48.77
13:50:37     12.37     95.51     60.03     48.40
13:50:38     12.60     94.06     59.04     47.50
13:50:39     13.94     93.91     59.57     47.82
13:50:40     13.99     94.33     59.56     47.94
13:50:41     12.60     91.75     59.44     47.85
13:50:42     13.11     95.25     59.47     47.94
13:50:43     13.02     94.78     59.37     47.73
13:50:44     13.47     94.51     59.59     47.94
13:50:45     12.25     92.99     58.44     47.04
13:50:46     15.26     94.40     59.45     47.82
13:50:47     12.60     93.16     58.51     47.05
13:50:48     12.78     93.49     58.77     47.27
13:50:49     12.00     91.82     58.52     47.12
13:50:50     12.56     93.93     59.03     47.36
13:50:51     13.12     93.34     58.86     47.47
13:50:52     13.39     93.96     59.14     47.59
13:50:53     14.34     93.85     58.98     47.44
13:50:54     14.37     95.51     59.79     48.08
13:50:55     13.99     94.98     59.61     47.94
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:50:56     14.85     94.86     59.88     48.20
13:50:57     13.30     93.33     58.87     47.24
13:50:58     12.76     93.99     58.76     47.24
13:50:59     12.48     93.33     58.45     47.01
13:51:00     13.50     93.26     58.27     46.97
13:51:01     12.43     93.05     58.16     46.78
13:51:02     12.87     92.90     58.32     46.89
13:51:03     12.96     93.21     58.61     47.04
13:51:04     11.86     93.12     58.20     46.90
13:51:05     13.65     92.30     57.88     46.54
13:51:06     12.26     94.25     59.03     47.47
13:51:07     12.90     93.34     58.32     46.89
13:51:08     12.67     92.91     58.80     47.32
13:51:09     13.06     93.69     58.61     47.12
13:51:10     13.41     92.61     58.01     46.66
13:51:11     11.95     92.42     58.11     46.62
13:51:12     13.13     93.25     58.19     46.89
13:51:13     12.24     93.45     58.45     47.01
13:51:14     12.20     93.59     58.77     47.13
13:51:15     14.59     91.95     57.67     46.39
13:51:16     12.77     93.94     58.48     47.12
13:51:17     13.33     93.63     58.61     47.12
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:51:18     12.77     94.18     59.24     47.66
13:51:19     14.05     94.39     59.03     47.47
13:51:20     13.56     93.64     58.61     47.12
13:51:21     12.16     93.24     58.90     47.36
13:51:22     11.98     92.61     58.08     46.58
13:51:23     11.34     89.92     56.44     45.35
13:51:24     12.83     92.40     58.28     46.89
13:51:25     11.76     93.17     58.59     47.24
13:51:26     12.60     93.42     58.82     47.19
13:51:27     13.36     93.78     58.61     47.24
13:51:28     12.49     93.05     58.16     46.78
13:51:29     12.79     93.19     58.61     47.01
13:51:30     13.16     92.67     57.88     46.66
13:51:31     13.74     92.87     58.27     46.86
13:51:32     12.99     92.10     57.74     46.31
13:51:33     12.18     91.10     57.54     46.31
13:51:34     14.62     93.11     58.33     47.04
13:51:35     12.50     92.95     58.16     46.78
13:51:36     13.37     92.41     58.56     47.12
13:51:37     13.45     93.45     58.59     47.12
13:51:38     14.13     92.72     58.30     46.89
13:51:39     12.10     91.96     57.82     46.39
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:51:40     13.65     93.45     58.47     47.01
13:51:41     11.83     93.14     58.32     46.89
13:51:42     13.64     92.43     57.82     46.57
13:51:43     12.84     92.20     57.74     46.54
13:51:44     12.71     93.23     58.45     47.01
13:51:45     11.34     92.09     57.74     46.31
13:51:46     14.87     93.34     58.32     47.01
13:51:47     11.89     92.69     58.25     46.86
13:51:48     14.18     92.82     58.16     46.66
13:51:49     13.18     93.54     58.59     47.24
13:51:50     12.37     92.45     58.19     46.69
13:51:51     12.79     92.63     57.74     46.54
13:51:52     12.66     92.43     58.03     46.66
13:51:53     13.92     92.76     58.03     46.66
13:51:54     13.35     94.57     59.45     47.82
13:51:55     12.92     92.73     58.51     46.97
13:51:56     12.28     91.16     57.94     46.78
13:51:57     12.13     91.48     58.12     46.66
13:51:58     12.25     79.41     58.32     47.04
13:51:59     11.39     73.73     58.45     47.01
13:52:00     12.38     73.28     58.19     46.78
13:52:01     12.80     71.90     56.59     45.50
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:52:02     11.63     73.89     58.74     47.12
13:52:03     12.20     75.10     59.47     47.82
13:52:04     11.16     74.65     59.60     48.08
13:52:05     13.58     74.50     59.05     47.36
13:52:06     12.48     75.24     59.24     47.67
13:52:07     15.49     94.81     59.45     47.94
13:52:08     15.17     94.50     59.32     47.59
13:52:09     14.53     94.70     59.59     47.94
13:52:10     14.15     95.10     59.47     47.94
13:52:11     13.32     94.50     59.32     47.70
13:52:12     13.60     94.93     59.70     47.91
13:52:13     13.07     94.23     59.97     48.40
13:52:14     12.71     95.06     60.30     48.43
13:52:15     13.85     95.03     60.14     48.52
13:52:16     12.76     95.26     59.93     48.21
13:52:17     12.59     93.31     58.72     47.24
13:52:18     12.28     93.40     58.88     47.36
13:52:19     12.52     92.93     58.16     46.78
13:52:20     13.89     92.85     58.11     46.74
13:52:21     13.86     93.30     58.47     47.01
13:52:22     12.18     93.14     58.48     47.04
13:52:23     10.87     93.17     58.32     46.78
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:52:24     13.31     92.72     58.03     46.78
13:52:25     11.64     94.30     59.19     47.47
13:52:26     11.22     90.83     56.85     45.85
13:52:27     11.98     93.04     58.32     46.89
13:52:28     11.56     92.58     58.31     46.81
13:52:29     13.61     92.68     57.90     46.66
13:52:30     13.14     92.01     58.16     46.78
13:52:31     10.42     90.77     58.46     47.04
13:52:32     13.02     93.19     58.32     46.89
13:52:33     11.39     92.53     58.32     46.89
13:52:34     13.55     92.56     58.16     46.66
13:52:35     12.41     92.59     58.03     46.78
13:52:36     13.14     92.51     58.03     46.54
13:52:37     11.70     93.38     58.53     47.09
13:52:38     11.73     93.16     58.18     46.89
13:52:39     13.07     93.42     58.53     47.09
13:52:40     12.14     92.45     58.16     46.66
13:52:41     12.32     93.96     58.61     47.24
13:52:42     13.13     94.10     59.03     47.47
13:52:43     13.44     93.47     58.74     47.24
13:52:44     12.72     92.55     58.03     46.54
13:52:45     11.26     93.23     58.53     47.09
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:52:46     11.82     93.18     58.45     47.12
13:52:47     12.69     93.23     58.46     47.04
13:52:48     13.71     92.78     58.03     46.66
13:52:49     11.34     93.77     58.77     47.14
13:52:50     13.61     93.95     58.74     47.36
13:52:51     13.02     93.01     58.74     47.24
13:52:52     11.66     93.35     58.47     47.01
13:52:53     12.38     93.55     58.45     47.01
13:52:54     12.86     92.81     58.53     46.97
13:52:55     12.24     92.35     57.88     46.66
13:52:56     13.35     92.89     58.61     47.15
13:52:57     12.28     94.19     59.05     47.36
13:52:58     12.53     92.46     57.87     46.54
13:52:59     12.39     93.01     58.16     46.89
13:53:00     13.45     92.24     57.74     46.43
13:53:01     12.09     92.09     58.01     46.54
13:53:02     12.60     92.06     57.59     46.43
13:53:03     13.60     92.00     58.02     46.57
13:53:04     13.34     92.25     57.96     46.62
13:53:05     13.89     92.54     57.74     46.54
13:53:06     12.62     92.56     58.03     46.66
13:53:07     12.48     93.51     58.47     47.01
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:53:08     11.83     93.92     58.87     47.36
13:53:09     12.78     94.78     59.74     47.94
13:53:10     12.67     94.04     59.03     47.59
13:53:11     12.07     94.36     59.44     47.85
13:53:12     14.74     92.88     58.59     47.12
13:53:13     12.58     93.52     59.03     47.39
13:53:14     14.57     94.20     59.16     47.59
13:53:15     13.07     94.23     59.03     47.59
13:53:16     11.92     94.19     59.43     47.82
13:53:17     14.38     94.17     59.30     47.70
13:53:18     11.82     94.11     59.32     47.59
13:53:19     12.92     95.23     59.61     48.05
13:53:20     13.24     94.37     59.73     47.97
13:53:21     14.36     94.11     59.43     47.97
13:53:22     11.56     94.27     59.05     47.47
13:53:23     13.74     93.01     58.97     47.47
13:53:24     13.59     93.80     59.30     47.70
13:53:25     12.50     94.53     59.19     47.59
13:53:26     13.07     92.44     58.70     47.13
13:53:27     12.98     94.39     59.59     47.94
13:53:28     12.83     94.13     58.87     47.47
13:53:29     14.07     93.77     59.38     47.79
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:53:30     12.04     94.16     59.46     47.85
13:53:31     13.06     94.07     58.90     47.36
13:53:32     12.93     92.23     58.28     46.89
13:53:33     12.59     93.04     58.30     46.89
13:53:34     13.58     93.39     58.61     47.01
13:53:35     11.95     92.70     58.03     46.66
13:53:36     13.22     94.41     59.59     47.94
13:53:37     11.80     93.36     58.59     47.24
13:53:38     13.10     92.66     58.51     47.09
13:53:39     12.99     93.58     58.77     47.15
13:53:40     13.01     92.88     58.16     46.89
13:53:41     14.22     93.50     58.45     47.01
13:53:42     11.33     92.29     57.93     46.58
13:53:43     13.51     93.33     58.47     47.01
13:53:44     12.94     94.53     59.32     47.70
13:53:45     14.17     93.91     58.88     47.36
13:53:46     13.55     94.24     59.05     47.47
13:53:47     12.00     95.08     59.69     48.02
13:53:48     13.65     94.62     59.51     47.90
13:53:49     13.15     94.59     59.32     47.70
13:53:50     14.60     94.71     59.34     47.70
13:53:51     13.42     94.97     59.61     47.82
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:53:52     13.27     93.74     59.02     47.60
13:53:53     14.28     94.59     59.45     47.82
13:53:54     12.41     92.99     59.37     47.82
13:53:55     12.30     94.30     59.59     47.94
13:53:56     14.22     94.99     59.74     47.94
13:53:57     13.30     92.73     58.27     47.00
13:53:58     13.27     92.29     57.74     46.43
13:53:59     11.62     92.22     58.28     46.89
13:54:00     12.45     93.67     58.61     47.01
13:54:01     12.49     92.96     58.45     47.01
13:54:02     13.23     93.51     58.46     47.13
13:54:03     13.21     93.10     58.19     46.78
13:54:04     13.58     92.27     57.74     46.43
13:54:05     12.87     92.61     58.01     46.66
13:54:06     12.55     92.86     58.56     47.12
13:54:07     13.79     93.52     58.45     47.01
13:54:08     13.51     93.80     58.76     47.24
13:54:09     12.97     93.48     58.46     47.01
13:54:10     13.45     93.20     58.32     46.89
13:54:11     12.54     92.48     58.03     46.66
