  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:47:50     12.30     92.96     58.19     46.78
13:47:51     12.25     93.82     58.61     47.24
13:47:52     11.32     92.46     58.16     46.78
13:47:53     13.31     91.81     57.69     46.42
13:47:54     10.80     92.09     57.45     46.20
13:47:55     11.52     92.91     58.32     46.89
13:47:56     12.34     93.98     58.90     47.36
13:47:57     11.32     93.73     59.14     47.59
13:47:58     14.13     94.67     59.56     47.85
13:47:59     13.17     94.98     60.60     48.95
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:48:00     11.49     92.09     57.47     46.20
13:48:01     11.86     93.51     58.47     47.01
13:48:02     12.70     93.65     59.14     47.59
13:48:03     11.97     94.68     59.42     47.67
13:48:04     13.47     95.99     60.80     49.06
13:48:05     12.24     94.74     59.32     47.70
13:48:06     12.53     91.79     57.72     46.43
13:48:07     11.92     91.18     57.03     45.85
13:48:08     12.23     90.84     56.76     45.62
13:48:09     11.64     90.88     56.96     45.88
13:48:10     11.99     91.36     57.11     45.93
13:48:11     11.27     92.36     57.90     46.54
13:48:12     12.79     93.14     58.32     46.89
13:48:13     12.59     92.12     57.61     46.31
13:48:14     12.09     91.87     57.45     46.20
13:48:15     12.18     93.68     59.05     47.47
13:48:16     13.83     92.35     58.30     46.89
13:48:17     11.93     93.53     58.47     47.01
13:48:18     13.86     95.26     59.47     47.82
13:48:19     12.24     95.71     59.92     48.17
13:48:20     12.27     92.41     57.79     46.46
13:48:21     14.25     95.03     59.82     48.13
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:48:22     13.59     95.23     59.74     48.05
13:48:23     13.88     94.95     59.76     47.94
13:48:24     12.97     94.95     59.34     47.70
13:48:25     12.89     92.54     57.74     46.54
13:48:26     13.81     92.77     57.96     46.69
13:48:27     14.46     91.93     57.62     46.34
13:48:28     12.97     95.59     60.30     48.52
13:48:29     13.12     94.91     59.47     47.82
13:48:30     13.03     96.50     60.34     48.40
13:48:31     12.65     96.01     59.18     47.70
13:48:32     14.45     95.47     58.67     47.15
13:48:33     11.53     92.02     57.72     46.43
13:48:34     11.27     92.16     57.61     46.31
13:48:35     12.80     90.74     57.16     45.85
13:48:36     12.59     93.33     58.72     47.36
13:48:37     14.18     94.49     59.05     47.47
13:48:38     13.40     95.24     59.85     48.16
13:48:39     14.19     95.04     59.76     47.94
13:48:40     13.20     95.57     59.76     48.05
13:48:41     13.46     93.74     58.74     47.36
13:48:42     12.11     94.89     59.47     47.82
13:48:43     12.42     93.48     58.61     47.01
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:48:44     12.05     94.63     59.48     47.93
13:48:45     12.09     95.78     59.90     48.29
13:48:46     12.84     94.74     59.87     48.05
13:48:47     12.32     95.34     60.01     48.40
13:48:48     10.89     95.47     60.05     48.17
13:48:49     12.19     95.57     59.74     48.17
13:48:50     10.88     94.48     59.91     48.11
13:48:51     13.43     93.83     58.74     47.36
13:48:52     13.42     92.71     58.30     46.89
13:48:53     13.38     94.94     59.32     47.70
13:48:54     12.76     93.23     58.32     46.89
13:48:55     13.00     92.03     58.01     46.54
13:48:56     12.22     91.79     57.55     46.42
13:48:57     12.37     81.88     57.30     46.08
13:48:58     12.11     90.13     57.74     46.43
13:48:59     12.69     92.78     58.03     46.66
13:49:00     12.87     92.72     58.32     46.78
13:49:01     14.08     92.94     58.30     46.89
13:49:02     11.87     89.27     57.53     46.46
13:49:03     11.78     74.82     58.69     47.20
13:49:04     11.52     74.34     58.61     47.01
13:49:05     11.98     74.33     58.45     47.01
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:49:06     12.91     75.37     58.32     47.01
13:49:07     11.91     93.44     58.61     47.01
13:49:08     12.78     92.72     57.96     46.74
13:49:09     13.04     83.74     58.04     46.57
13:49:10     11.50     74.73     58.43     47.12
13:49:11     12.34     72.18     55.14     44.11
13:49:12     12.77     74.72     57.88     46.66
13:49:13     13.12     74.16     58.45     47.01
13:49:14     11.33     74.06     58.32     46.78
13:49:15     12.20     73.96     57.95     46.72
13:49:16     11.75     74.36     58.32     47.01
13:49:17     11.91     75.13     58.61     47.12
13:49:18     12.41     74.54     58.61     47.01
13:49:19     11.64     85.98     58.83     47.47
13:49:20     12.63     94.74     59.34     47.70
13:49:21     11.96     95.02     59.85     48.05
13:49:22     12.23     92.84     58.43     47.12
13:49:23     12.23     91.98     58.54     47.01
13:49:24     13.48     93.03     58.72     47.36
13:49:25     11.29     94.56     59.45     47.82
13:49:26     12.32     92.35     59.28     47.70
13:49:27     13.00     92.74     59.19     47.59
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:49:28     12.10     94.85     59.69     48.05
13:49:29     11.19     93.91     59.43     47.70
13:49:30     12.50     94.85     59.47     47.82
13:49:31     11.68     94.45     59.45     47.82
13:49:32     14.12     94.49     59.30     47.82
13:49:33     10.93     89.22     56.01     44.92
13:49:34     13.17     92.59     58.17     46.81
13:49:35     14.37     91.31     57.31     46.11
13:49:36     12.13     92.25     57.74     46.43
13:49:37     12.64     92.39     57.90     46.54
13:49:38     11.13     89.41     59.12     47.59
13:49:39     12.05     74.43     59.70     48.05
13:49:40     11.13     73.37     58.32     46.89
13:49:41     11.84     74.63     58.70     47.23
13:49:42     12.02     86.01     58.32     46.89
13:49:43     12.00     93.67     58.61     47.12
13:49:44     12.87     93.47     59.14     47.47
13:49:45     12.23     94.23     58.90     47.36
13:49:46     12.09     92.00     57.72     46.54
13:49:47     11.76     92.72     58.03     46.66
13:49:48     11.86     90.48     58.04     46.59
13:49:49     13.31     95.31     59.74     48.17
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:49:50     11.25     92.34     60.19     48.40
13:49:51     12.28     82.54     60.16     48.40
13:49:52     10.46     74.90     59.76     48.05
13:49:53     11.73     73.91     59.14     47.59
13:49:54     11.39     74.76     58.47     47.01
13:49:55     12.08     92.51     58.11     46.77
13:49:56     11.18     93.41     58.47     47.01
13:49:57     12.14     92.68     58.30     46.78
13:49:58     12.44     93.50     58.45     47.12
13:49:59     11.37     93.23     58.47     46.89
13:50:00     10.66     92.58     57.88     46.66
13:50:01     13.09     93.48     58.69     47.09
13:50:02     10.87     90.57     58.89     47.50
13:50:03     12.39     92.48     58.30     46.89
13:50:04     11.10     93.98     59.14     47.59
13:50:05     11.21     95.05     59.61     47.94
13:50:06     11.67     94.25     59.45     47.82
13:50:07     11.63     92.96     58.99     47.47
13:50:08     10.22     86.65     60.24     48.48
13:50:09     11.84     95.92     60.13     48.37
13:50:10     12.03     95.61     59.90     48.17
13:50:11     12.35     92.74     59.76     48.05
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:50:12     11.92     94.64     59.74     48.05
13:50:13     13.29     94.88     59.72     48.05
13:50:14     10.85     95.04     59.76     47.94
13:50:15     12.71     94.84     59.41     47.90
13:50:16     10.88     94.80     59.40     47.79
13:50:17     12.20     93.36     59.30     47.59
13:50:18     12.44     93.77     58.74     47.36
13:50:19     11.77     94.18     59.30     47.70
13:50:20     12.20     94.57     59.72     47.94
13:50:21     11.76     93.68     58.47     47.12
13:50:22     11.60     92.02     58.30     46.89
13:50:23     12.65     91.70     58.90     47.29
13:50:24     13.90     96.89     60.61     48.87
13:50:25     12.96     94.11     59.19     47.47
13:50:26     11.43     94.31     59.16     47.70
13:50:27     14.19     93.55     59.16     47.59
13:50:28     12.54     94.44     59.19     47.47
13:50:29     12.82     94.32     59.16     47.70
13:50:30     12.87     93.76     58.99     47.41
13:50:31     13.14     94.72     59.45     47.94
13:50:32     11.96     93.19     58.85     47.36
13:50:33     11.81     93.46     58.99     47.47
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:50:34     11.62     93.41     59.01     47.47
13:50:35     12.51     94.66     60.01     48.17
13:50:36     12.17     96.28     60.72     48.98
13:50:37     12.63     95.53     60.39     48.56
13:50:38     12.38     93.66     59.05     47.36
13:50:39     11.38     93.77     59.28     47.82
13:50:40     11.85     94.57     59.72     48.05
13:50:41     11.41     94.23     59.30     47.70
13:50:42     12.45     93.98     59.45     47.82
13:50:43     11.10     94.91     59.47     47.82
13:50:44     12.45     94.53     59.74     48.08
13:50:45     12.25     92.65     58.60     47.15
13:50:46     12.25     94.01     59.30     47.70
13:50:47     10.48     93.23     58.45     47.01
13:50:48     11.75     93.83     58.76     47.24
13:50:49     11.64     91.38     58.52     47.02
13:50:50     10.71     94.11     58.90     47.47
13:50:51     11.65     92.72     58.70     47.24
13:50:52     11.59     94.10     59.54     47.93
13:50:53     12.32     94.33     59.05     47.36
13:50:54     12.79     95.09     59.61     48.05
13:50:55     11.37     92.17     59.74     47.94
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:50:56     12.09     93.94     59.49     47.97
13:50:57     12.77     92.95     59.01     47.47
13:50:58     13.01     93.77     58.76     47.24
13:50:59     12.11     93.45     58.61     47.15
13:51:00     12.99     92.89     58.33     46.92
13:51:01     12.76     93.21     58.32     46.89
13:51:02     10.89     92.73     58.16     46.78
13:51:03     12.54     93.26     58.45     47.01
13:51:04     12.64     92.89     58.18     46.78
13:51:05     12.34     92.59     58.01     46.66
13:51:06     12.13     94.09     58.90     47.36
13:51:07     14.34     93.11     58.56     46.97
13:51:08     12.61     93.21     58.84     47.50
13:51:09     11.83     93.68     58.61     47.12
13:51:10     12.46     92.46     58.16     46.66
13:51:11     11.76     92.81     57.90     46.66
13:51:12     13.36     94.89     58.16     46.78
13:51:13     12.52     93.91     58.32     46.89
13:51:14     11.67     94.04     58.98     47.44
13:51:15     13.26     91.81     57.53     46.28
13:51:16     11.59     93.35     58.48     47.01
13:51:17     12.17     93.45     58.45     47.01
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:51:18     13.17     94.57     59.32     47.70
13:51:19     12.63     94.09     58.90     47.36
13:51:20     12.71     92.36     58.76     47.12
13:51:21     10.96     87.93     58.87     47.47
13:51:22     11.96     91.72     58.33     46.92
13:51:23     12.47     86.22     56.22     45.23
13:51:24     11.78     92.69     58.30     46.89
13:51:25     11.57     92.72     58.56     47.12
13:51:26     11.59     93.28     58.61     47.01
13:51:27     12.70     93.72     58.76     47.24
13:51:28     12.17     93.22     58.16     46.89
13:51:29     11.33     93.21     58.61     47.01
13:51:30     12.25     92.65     58.03     46.81
13:51:31     12.07     92.87     58.33     46.92
13:51:32     11.80     92.52     57.74     46.43
13:51:33     10.42     91.20     57.54     46.31
13:51:34     12.79     92.82     58.19     46.78
13:51:35     11.29     92.66     58.16     46.66
13:51:36     12.48     93.00     58.70     47.36
13:51:37     12.06     92.85     58.45     46.89
13:51:38     12.34     93.17     58.61     47.27
13:51:39     13.78     91.82     57.73     46.34
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:51:40     12.52     93.46     58.32     47.01
13:51:41     11.56     93.11     58.32     46.89
13:51:42     12.55     92.45     58.03     46.54
13:51:43     12.13     92.22     57.74     46.43
13:51:44     11.86     93.04     58.32     46.89
13:51:45     11.11     92.25     57.59     46.43
13:51:46     13.27     93.18     58.63     47.04
13:51:47     12.84     92.30     58.02     46.81
13:51:48     12.26     93.17     58.61     47.01
13:51:49     11.88     92.96     58.30     47.01
13:51:50     12.25     93.04     58.16     46.78
13:51:51     12.37     92.42     57.74     46.43
13:51:52     11.25     92.03     58.03     46.66
13:51:53     12.67     92.76     58.03     46.66
13:51:54     13.75     93.90     59.32     47.73
13:51:55     12.63     86.58     58.82     47.32
13:51:56     12.17     90.30     57.95     46.66
13:51:57     11.92     91.48     58.12     46.78
13:51:58     12.19     90.57     58.14     46.66
13:51:59     12.21     92.33     58.32     47.01
13:52:00     13.23     93.44     58.45     47.01
13:52:01     13.38     90.35     56.45     45.38
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:52:02     12.01     93.20     58.69     47.15
13:52:03     13.82     94.58     59.40     47.90
13:52:04     12.71     95.04     59.61     47.94
13:52:05     14.54     94.44     59.03     47.47
13:52:06     12.96     93.86     59.16     47.47
13:52:07     13.43     94.95     59.45     47.94
13:52:08     12.89     94.65     59.19     47.59
13:52:09     12.37     94.51     59.74     47.94
13:52:10     13.00     95.10     59.53     48.02
13:52:11     12.85     94.50     59.40     47.79
13:52:12     12.37     94.96     59.61     47.94
13:52:13     12.27     93.80     59.83     48.17
13:52:14     12.55     95.80     60.30     48.52
13:52:15     13.17     94.32     60.02     48.31
13:52:16     11.42     95.32     59.88     48.17
13:52:17     12.57     93.52     59.03     47.36
13:52:18     12.27     93.40     58.94     47.55
13:52:19     12.03     93.08     58.25     46.86
13:52:20     13.87     92.72     58.03     46.66
13:52:21     13.10     91.96     58.47     47.01
13:52:22     11.98     92.04     58.45     47.01
13:52:23     10.67     89.92     58.19     46.78
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:52:24     12.17     85.11     58.16     46.78
13:52:25     11.68     92.18     58.90     47.36
13:52:26     11.72     90.81     57.16     45.99
13:52:27     12.39     92.18     58.32     46.89
13:52:28     11.22     92.72     58.24     46.86
13:52:29     11.51     92.40     57.90     46.54
13:52:30     12.79     92.97     58.16     46.78
13:52:31     10.31     92.84     58.45     47.01
13:52:32     12.11     92.98     58.32     46.78
13:52:33     11.22     93.24     58.16     46.89
13:52:34     12.69     92.92     58.48     47.04
13:52:35     10.89     92.27     57.88     46.43
13:52:36     13.83     92.66     58.18     46.92
13:52:37     12.03     93.04     58.45     47.01
13:52:38     12.34     92.75     58.19     46.78
13:52:39     12.06     93.16     58.45     46.89
13:52:40     11.04     90.50     58.16     46.89
13:52:41     11.84     91.68     58.61     47.12
13:52:42     13.02     94.29     59.18     47.59
13:52:43     11.18     93.18     58.74     47.15
13:52:44     12.66     93.01     58.03     46.78
13:52:45     11.43     93.11     58.60     47.09
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:52:46     12.34     92.74     58.32     46.89
13:52:47     12.00     87.95     58.59     47.12
13:52:48     12.17     91.57     57.90     46.54
13:52:49     11.23     93.86     58.74     47.24
13:52:50     13.90     93.69     58.74     47.24
13:52:51     13.15     93.73     58.90     47.39
13:52:52     11.48     93.34     58.61     47.01
13:52:53     12.30     93.37     58.40     47.09
13:52:54     11.85     92.90     58.45     47.01
13:52:55     11.75     92.56     57.88     46.54
13:52:56     13.21     92.79     58.16     46.78
13:52:57     11.93     94.14     59.19     47.59
13:52:58     11.51     92.73     58.03     46.66
13:52:59     11.92     92.80     58.48     46.92
13:53:00     11.64     92.37     57.74     46.54
13:53:01     12.08     91.85     57.85     46.43
13:53:02     12.05     91.86     57.89     46.57
13:53:03     11.69     92.48     57.74     46.54
13:53:04     11.52     91.78     57.85     46.43
13:53:05     12.55     92.69     57.90     46.54
13:53:06     12.21     92.54     57.88     46.66
13:53:07     12.26     93.27     58.47     47.01
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:53:08     10.91     93.63     58.90     47.39
13:53:09     13.03     95.08     59.61     47.94
13:53:10     12.63     94.33     59.60     47.85
13:53:11     11.89     93.70     59.14     47.59
13:53:12     12.89     93.93     58.61     47.24
13:53:13     12.50     92.74     58.70     47.24
13:53:14     12.80     94.35     59.32     47.59
13:53:15     12.34     94.21     59.03     47.47
13:53:16     12.10     94.08     59.30     47.82
13:53:17     13.47     94.46     59.59     47.97
13:53:18     12.32     94.13     59.18     47.47
13:53:19     12.24     95.03     59.67     48.13
13:53:20     12.07     94.74     59.47     47.82
13:53:21     12.58     93.63     59.41     47.82
13:53:22     12.97     94.18     59.19     47.59
13:53:23     11.75     93.16     58.99     47.36
13:53:24     14.21     93.69     59.30     47.84
13:53:25     12.22     94.53     59.48     47.73
13:53:26     14.49     94.53     59.16     47.59
13:53:27     12.25     92.86     58.83     47.36
13:53:28     13.28     94.41     59.09     47.66
13:53:29     13.79     93.60     59.28     47.59
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:53:30     11.83     94.44     59.30     47.82
13:53:31     12.03     94.34     59.05     47.47
13:53:32     12.42     92.22     58.28     46.78
13:53:33     11.89     93.21     58.45     47.12
13:53:34     13.00     93.51     58.53     47.09
13:53:35     12.13     92.58     57.90     46.54
13:53:36     14.27     94.11     59.16     47.59
13:53:37     13.55     93.29     59.13     47.62
13:53:38     11.79     92.83     58.59     47.01
13:53:39     12.46     93.52     58.61     47.12
13:53:40     11.60     92.07     58.30     47.01
13:53:41     14.71     92.92     58.19     46.78
13:53:42     10.43     92.53     58.03     46.66
13:53:43     12.66     92.69     58.38     46.92
13:53:44     11.93     94.83     59.32     47.82
13:53:45     13.08     94.05     59.03     47.47
13:53:46     12.54     93.78     58.98     47.32
13:53:47     11.51     95.22     59.61     48.05
13:53:48     13.40     94.59     59.59     47.94
13:53:49     13.26     94.32     59.19     47.59
13:53:50     13.78     94.87     59.32     47.70
13:53:51     13.68     94.97     59.63     47.82
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:53:52     11.75     93.71     59.07     47.67
13:53:53     14.27     94.61     59.45     47.82
13:53:54     13.08     92.96     59.39     47.82
13:53:55     11.53     94.23     59.57     47.83
13:53:56     12.55     95.44     59.90     48.28
13:53:57     13.95     91.19     58.16     46.78
13:53:58     12.73     92.27     57.74     46.43
13:53:59     11.51     92.52     58.28     46.89
13:54:00     11.32     81.05     58.45     46.89
13:54:01     12.63     93.53     58.53     47.21
13:54:02     12.21     93.42     58.51     47.03
13:54:03     12.86     93.12     58.32     46.89
13:54:04     13.38     92.31     57.89     46.57
13:54:05     13.17     92.53     58.01     46.66
13:54:06     12.73     92.87     58.32     46.78
13:54:07     12.52     93.16     58.32     47.01
13:54:08     12.48     94.11     58.90     47.36
13:54:09     12.88     93.19     58.32     46.89
13:54:10     12.82     93.50     58.45     47.01
13:54:11     13.24     92.29     57.96     46.69
