  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:46:34     16.68     99.65     82.85     74.47
13:46:35     12.55     93.12     83.52     75.06
13:46:36     12.44     94.34     81.92     73.51
13:46:37     14.70     93.89     81.43     73.11
13:46:38     11.38     77.43     80.98     72.43
13:46:39     11.71     76.49     81.11     73.03
13:46:40     12.08     73.60     80.73     72.29
13:46:41     13.69     74.75     81.15     72.70
13:46:42     17.36     90.50     80.60     72.53
13:46:43     18.14     94.71     80.98     72.66
13:46:44     18.74     93.91     80.84     72.55
13:46:45     16.91     94.15     82.08     73.65
13:46:46     15.53     93.79     81.74     73.37
13:46:47     15.54     93.75     81.38     73.02
13:46:48     17.68     94.59     82.03     73.64
13:46:49     16.25     94.97     83.35     74.67
13:46:50     14.23     95.93     83.21     74.83
13:46:51     14.95     95.33     83.01     74.46
13:46:52     13.91     95.89     83.23     74.72
13:46:53     14.22     96.24     83.76     75.17
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:46:54     13.08     95.64     83.36     74.80
13:46:55     14.25     95.65     83.12     74.58
13:46:56     15.08     95.63     82.98     74.35
13:46:57     13.30     93.69     81.44     73.23
13:46:58     15.15     93.40     81.16     72.82
13:46:59     13.30     95.02     82.72     74.22
13:47:00     12.32     92.68     80.44     72.07
13:47:01     13.49     93.80     81.75     73.35
13:47:02     12.25     95.91     83.01     74.61
13:47:03     13.00     95.01     82.79     74.22
13:47:04     12.68     94.52     82.07     73.74
13:47:05     11.92     95.03     82.58     73.98
13:47:06     12.03     95.15     82.51     74.18
13:47:07     14.19     97.90     82.88     74.38
13:47:08     10.42     93.95     82.14     73.49
13:47:09     10.89     93.82     81.13     73.02
13:47:10     11.84     92.73     81.33     72.98
13:47:11     11.56     93.87     81.46     73.18
13:47:12     11.73     92.70     80.56     72.31
13:47:13     13.83     92.72     81.00     72.65
13:47:14     12.73     92.35     80.17     71.70
13:47:15     13.78     91.83     79.45     71.55
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:47:16     12.71     92.03     80.09     71.85
13:47:17     13.20     89.86     78.53     70.38
13:47:18     14.07     93.26     80.71     72.54
13:47:19     16.17     95.08     81.12     72.71
13:47:20     14.24     94.12     80.98     72.79
13:47:21     13.81     93.59     81.38     73.06
13:47:22     15.48     93.97     81.61     73.26
13:47:23     12.82     92.62     80.71     72.18
13:47:24     13.89     91.73     80.55     72.48
13:47:25     14.15     93.25     80.96     72.56
13:47:26     13.22     93.08     80.73     72.57
13:47:27     15.15     82.63     78.61     70.08
13:47:28     16.89     94.37     80.71     72.55
13:47:29     15.74     93.67     80.52     72.16
13:47:30     14.68     94.35     81.76     73.26
13:47:31     14.09     92.78     80.62     72.58
13:47:32     15.14     93.18     81.20     72.79
13:47:33     14.09     93.53     81.36     73.14
13:47:34     14.28     92.60     81.12     72.79
13:47:35     14.04     93.76     81.83     73.29
13:47:36     14.43     93.07     80.58     72.43
13:47:37     13.56     92.29     80.92     72.65
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:47:38     14.05     92.56     81.06     72.50
13:47:39     13.62     92.94     80.60     72.54
13:47:40     13.29     93.63     81.22     72.68
13:47:41     12.06     92.84     80.68     72.57
13:47:42     12.50     93.86     82.06     73.65
13:47:43     11.42     94.33     81.92     73.67
13:47:44     12.38     93.02     80.87     72.54
13:47:45     12.21     94.78     82.42     73.76
13:47:46     16.10     96.71     81.46     73.22
13:47:47     13.63     93.72     81.51     73.28
13:47:48     12.16     93.18     81.48     72.97
13:47:49     14.16     93.34     80.73     72.55
13:47:50     14.89     95.91     80.82     72.56
13:47:51     13.80     93.98     81.80     73.29
13:47:52     12.29     92.81     80.60     72.42
13:47:53     13.12     92.02     80.19     71.94
13:47:54     12.92     92.12     79.89     71.71
13:47:55     12.23     92.75     80.71     72.43
13:47:56     12.62     94.35     81.94     73.53
13:47:57     11.20     93.91     81.93     73.48
13:47:58     14.44     97.81     82.79     74.33
13:47:59     12.33     94.85     83.93     74.99
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:48:00     12.08     92.40     79.91     71.97
13:48:01     13.86     93.58     81.13     72.68
13:48:02     12.65     93.81     81.84     73.57
13:48:03     12.29     95.01     82.53     74.07
13:48:04     13.18     96.20     84.43     75.75
13:48:05     12.55     94.60     82.29     73.75
13:48:06     14.07     92.10     80.17     71.94
13:48:07     13.79     93.40     79.40     71.38
13:48:08     13.92     91.86     78.94     70.84
13:48:09     11.53     91.04     79.23     71.14
13:48:10     13.02     91.52     79.32     71.19
13:48:11     13.38     92.51     80.33     72.06
13:48:12     13.26     92.94     80.97     72.54
13:48:13     13.28     92.43     80.12     72.03
13:48:14     13.12     91.88     80.03     71.86
13:48:15     13.98     94.00     81.74     73.31
13:48:16     12.82     92.33     80.73     72.30
13:48:17     12.12     93.85     81.24     73.03
13:48:18     12.88     95.13     82.60     74.15
13:48:19     13.17     96.20     83.31     74.79
13:48:20     12.78     92.60     80.33     71.96
13:48:21     13.75     95.42     82.92     74.57
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:48:22     14.83     97.59     83.11     74.60
13:48:23     14.25     83.80     82.73     74.10
13:48:24     14.34     83.81     82.88     74.40
13:48:25     14.71     90.19     80.29     71.95
13:48:26     14.62     93.07     80.31     72.31
13:48:27     14.02     92.34     80.27     72.06
13:48:28     12.01     95.08     83.12     74.58
13:48:29     13.15     95.06     82.73     74.11
13:48:30     12.14     96.58     83.87     75.40
13:48:31     11.72     94.59     82.45     73.75
13:48:32     12.14     93.99     81.39     73.17
13:48:33     14.49     94.10     80.19     72.02
13:48:34     13.23     92.83     79.80     71.59
13:48:35     14.22     91.17     79.35     71.23
13:48:36     12.24     93.22     81.84     73.31
13:48:37     14.41     94.83     82.05     73.75
13:48:38     13.67     95.10     82.73     74.25
13:48:39     14.20     95.49     83.04     74.55
13:48:40     12.82     95.81     82.98     74.46
13:48:41     15.19     95.88     81.75     73.35
13:48:42     12.43     95.83     82.74     74.25
13:48:43     12.43     93.65     81.22     72.91
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:48:44     12.30     94.78     82.33     73.86
13:48:45     14.10     97.57     83.28     74.81
13:48:46     12.69     95.89     82.98     74.45
13:48:47     12.35     95.56     83.36     74.82
13:48:48     11.17     95.63     83.27     74.73
13:48:49     11.74     95.66     83.12     74.58
13:48:50     10.62     94.65     82.60     73.98
13:48:51     15.02     95.40     81.74     73.38
13:48:52     14.67     94.07     80.84     72.66
13:48:53     14.04     96.86     82.57     74.07
13:48:54     16.12     93.51     81.06     72.81
13:48:55     14.44     92.49     80.44     71.93
13:48:56     14.13     91.87     79.77     71.60
13:48:57     12.84     92.33     79.82     71.70
13:48:58     13.19     92.49     80.18     71.96
13:48:59     13.74     92.85     80.57     72.46
13:49:00     16.60     95.57     81.02     72.56
13:49:01     16.43     93.12     80.96     72.55
13:49:02     13.58     92.27     79.78     71.84
13:49:03     14.89     93.65     81.52     73.18
13:49:04     13.22     93.49     81.34     72.86
13:49:05     14.17     93.36     81.25     72.91
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:49:06     14.90     93.21     81.14     72.93
13:49:07     13.21     91.42     81.22     72.91
13:49:08     14.08     92.78     80.58     72.30
13:49:09     14.74     92.53     80.26     72.10
13:49:10     14.75     93.21     81.33     72.86
13:49:11     13.23     87.92     76.51     68.57
13:49:12     15.25     94.33     80.58     72.31
13:49:13     14.68     93.90     81.02     72.69
13:49:14     13.94     93.82     80.98     72.67
13:49:15     14.67     91.97     80.04     71.83
13:49:16     14.07     93.60     81.37     73.05
13:49:17     14.43     93.86     81.52     73.11
13:49:18     14.45     93.55     81.21     72.87
13:49:19     14.62     96.28     81.84     73.52
13:49:20     13.71     94.42     82.20     73.62
13:49:21     12.36     94.82     82.56     74.22
13:49:22     11.84     93.17     81.25     72.89
13:49:23     13.96     94.93     81.02     72.63
13:49:24     13.49     92.92     81.50     73.09
13:49:25     12.17     94.78     82.60     73.98
13:49:26     13.17     93.78     82.05     73.75
13:49:27     13.46     94.94     82.34     73.76
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:49:28     11.87     94.86     82.56     74.09
13:49:29     11.65     94.22     82.21     73.89
13:49:30     11.87     94.96     82.79     74.26
13:49:31     11.91     94.99     82.47     73.98
13:49:32     13.14     94.55     82.57     74.13
13:49:33     13.00     89.22     77.78     69.44
13:49:34     12.79     92.42     80.56     72.18
13:49:35     13.29     91.94     79.53     71.59
13:49:36     13.43     91.94     80.17     71.73
13:49:37     15.88     95.46     80.49     72.34
13:49:38     12.10     93.28     81.62     73.37
13:49:39     12.99     94.69     83.01     74.48
13:49:40     13.96     93.31     80.98     72.67
13:49:41     13.77     93.38     81.13     72.67
13:49:42     14.02     91.93     80.98     72.78
13:49:43     11.93     74.09     81.67     73.32
13:49:44     12.41     90.37     81.84     73.47
13:49:45     12.82     94.43     81.78     73.39
13:49:46     14.15     92.16     80.28     72.08
13:49:47     14.42     92.89     80.58     72.32
13:49:48     14.05     92.48     80.31     71.95
13:49:49     15.03     97.28     82.71     74.34
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:49:50     11.94     96.35     83.96     75.26
13:49:51     11.90     95.82     83.50     74.82
13:49:52     11.11     95.58     83.03     74.73
13:49:53     12.82     93.79     82.03     73.38
13:49:54     13.11     93.60     80.98     72.90
13:49:55     12.23     92.68     80.58     72.07
13:49:56     13.69     93.71     81.28     73.19
13:49:57     12.80     92.63     80.87     72.59
13:49:58     13.91     93.44     81.30     72.86
13:49:59     13.96     93.74     81.27     73.06
13:50:00     14.01     94.51     80.33     72.08
13:50:01     13.53     94.16     81.36     73.03
13:50:02     10.41     93.88     81.67     73.14
13:50:03     15.12     92.98     81.00     72.72
13:50:04     11.49     94.02     81.99     73.70
13:50:05     11.93     95.21     82.72     74.23
13:50:06     12.96     94.61     82.51     74.07
13:50:07     14.37     95.70     81.65     73.24
13:50:08     10.67     95.69     83.38     74.82
13:50:09     12.36     96.07     83.54     74.83
13:50:10     12.47     95.77     83.06     74.67
13:50:11     12.22     95.46     83.19     74.70
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:50:12     12.20     95.23     82.85     74.34
13:50:13     15.06     96.83     82.82     74.19
13:50:14     12.98     95.97     82.98     74.47
13:50:15     12.90     94.62     82.29     73.74
13:50:16     11.60     94.99     82.58     74.10
13:50:17     12.32     93.81     82.06     73.64
13:50:18     12.85     94.12     81.66     73.54
13:50:19     15.03     96.25     82.26     73.82
13:50:20     13.26     95.69     82.82     74.18
13:50:21     13.81     93.83     81.38     73.16
13:50:22     12.58     92.88     80.82     72.42
13:50:23     13.99     93.63     81.25     73.03
13:50:24     14.02     96.75     84.60     75.62
13:50:25     13.10     94.36     82.06     73.65
13:50:26     12.84     94.59     82.13     73.95
13:50:27     14.15     94.12     82.15     73.71
13:50:28     13.48     94.72     82.18     73.76
13:50:29     14.17     94.33     82.05     73.63
13:50:30     12.68     93.80     81.49     73.03
13:50:31     12.26     94.99     82.66     74.31
13:50:32     12.85     93.14     81.66     73.28
13:50:33     14.19     93.48     81.75     73.33
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:50:34     11.51     93.84     81.78     73.38
13:50:35     12.51     95.04     83.12     74.59
13:50:36     12.22     96.32     84.21     75.41
13:50:37     12.05     95.68     83.38     74.94
13:50:38     11.10     94.22     82.03     73.39
13:50:39     11.84     94.06     82.13     73.94
13:50:40     12.34     94.79     82.94     74.44
13:50:41     11.23     94.24     82.21     73.63
13:50:42     13.03     94.69     82.58     74.24
13:50:43     11.54     95.14     82.58     74.11
13:50:44     13.66     94.39     82.58     73.84
13:50:45     13.43     96.03     81.27     73.03
13:50:46     13.58     94.80     82.19     73.88
13:50:47     12.79     91.13     81.26     72.94
13:50:48     12.89     93.05     81.75     73.40
13:50:49     14.44     92.94     80.81     72.42
13:50:50     13.69     97.79     81.78     73.50
13:50:51     13.43     93.67     81.25     72.89
13:50:52     12.77     94.56     82.43     73.74
13:50:53     15.09     96.59     81.86     73.72
13:50:54     15.13     91.29     82.71     73.98
13:50:55     11.44     95.39     83.10     74.62
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:50:56     13.78     95.03     82.45     74.09
13:50:57     13.68     93.78     82.11     73.52
13:50:58     13.11     94.16     81.39     73.29
13:50:59     13.28     93.48     81.25     72.78
13:51:00     13.75     93.17     80.95     72.62
13:51:01     13.67     93.37     80.82     72.67
13:51:02     12.67     92.90     81.01     72.58
13:51:03     13.96     93.48     81.12     72.86
13:51:04     13.34     93.17     81.13     72.71
13:51:05     14.07     92.74     80.46     72.23
13:51:06     14.49     94.25     81.67     73.39
13:51:07     12.22     93.52     81.22     72.68
13:51:08     13.23     93.03     81.41     73.17
13:51:09     13.47     94.01     81.38     73.14
13:51:10     12.61     92.74     80.94     72.54
13:51:11     13.05     92.89     80.42     72.31
13:51:12     14.19     93.07     80.89     72.46
13:51:13     13.17     93.32     80.98     72.78
13:51:14     13.97     94.19     81.78     73.39
13:51:15     15.48     94.72     79.98     71.69
13:51:16     13.58     93.50     81.11     72.67
13:51:17     15.65     94.86     81.13     73.03
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:51:18     16.11     97.02     82.47     74.04
13:51:19     14.97     96.86     81.93     73.39
13:51:20     14.89     95.42     81.46     73.29
13:51:21     13.58     94.81     81.91     73.39
13:51:22     13.06     92.96     80.82     72.43
13:51:23     13.24     89.98     77.97     70.22
13:51:24     13.45     93.30     80.84     72.55
13:51:25     14.21     93.20     81.27     72.78
13:51:26     12.50     93.74     81.51     73.26
13:51:27     14.27     93.83     81.61     73.23
13:51:28     14.08     93.24     80.98     72.42
13:51:29     14.36     93.58     81.11     73.04
13:51:30     13.68     93.26     80.58     72.31
13:51:31     14.13     92.87     80.81     72.39
13:51:32     14.12     92.54     80.29     72.07
13:51:33     12.56     91.42     79.79     71.72
13:51:34     15.80     95.15     80.81     72.50
13:51:35     13.82     93.48     80.66     72.38
13:51:36     13.44     92.69     81.49     72.89
13:51:37     12.24     93.30     80.98     72.78
13:51:38     13.35     93.16     81.13     72.78
13:51:39     13.72     92.14     80.17     71.85
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:51:40     13.04     93.79     80.98     72.80
13:51:41     12.52     93.54     80.98     72.78
13:51:42     13.33     92.06     80.74     72.54
13:51:43     12.77     92.32     80.09     71.84
13:51:44     13.48     93.28     80.96     72.66
13:51:45     12.72     92.42     80.18     71.95
13:51:46     14.04     93.35     81.28     72.75
13:51:47     13.23     92.54     80.18     72.05
13:51:48     14.50     93.61     81.36     73.02
13:51:49     14.38     93.11     81.00     72.67
13:51:50     12.96     93.20     81.05     72.71
13:51:51     13.97     92.49     80.33     72.11
13:51:52     12.59     92.58     80.46     72.06
13:51:53     14.86     92.91     80.58     72.44
13:51:54     14.40     94.29     82.06     73.65
13:51:55     13.73     93.77     81.64     73.13
13:51:56     14.67     91.13     80.15     71.79
13:51:57     14.18     91.73     80.33     72.17
13:51:58     16.02     92.36     80.80     72.51
13:51:59     15.17     93.48     81.14     72.81
13:52:00     15.37     93.59     81.22     73.04
13:52:01     15.51     90.22     78.44     70.15
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:52:02     15.35     95.25     81.41     73.17
13:52:03     14.68     95.76     82.31     73.87
13:52:04     13.14     95.39     82.72     74.23
13:52:05     13.45     94.47     82.03     73.50
13:52:06     13.35     94.31     82.03     73.85
13:52:07     14.01     95.84     82.61     74.14
13:52:08     14.66     96.29     82.43     74.00
13:52:09     15.67     97.44     82.58     74.09
13:52:10     13.44     95.01     82.80     74.06
13:52:11     14.64     96.84     82.31     73.87
13:52:12     12.89     95.63     82.71     74.23
13:52:13     13.60     94.08     82.60     74.19
13:52:14     12.36     95.99     83.79     75.15
13:52:15     12.52     94.40     83.08     74.50
13:52:16     11.57     95.65     83.10     74.71
13:52:17     13.40     93.77     81.80     73.27
13:52:18     13.24     93.59     81.59     73.34
13:52:19     14.18     93.24     80.82     72.56
13:52:20     14.47     92.88     80.58     72.30
13:52:21     14.89     93.48     81.13     72.78
13:52:22     13.22     93.60     81.30     72.99
13:52:23     11.95     93.15     81.03     72.71
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:52:24     13.97     93.20     80.82     72.56
13:52:25     13.74     93.92     81.78     73.14
13:52:26     13.67     93.26     79.25     71.38
13:52:27     14.08     95.50     81.14     72.67
13:52:28     13.50     94.19     80.56     72.42
13:52:29     11.65     92.54     80.33     72.06
13:52:30     13.71     92.91     80.88     72.35
13:52:31     11.85     93.27     81.31     73.10
13:52:32     13.52     93.17     80.82     72.67
13:52:33     12.47     93.37     80.98     72.67
13:52:34     14.53     92.85     80.87     72.43
13:52:35     12.88     92.43     80.39     72.16
13:52:36     14.06     93.15     80.58     72.42
13:52:37     13.83     93.69     81.22     72.92
13:52:38     14.20     92.68     80.73     72.30
13:52:39     14.85     93.74     81.17     72.87
13:52:40     14.54     95.13     81.15     72.97
13:52:41     15.13     94.39     81.38     73.03
13:52:42     14.90     96.22     82.07     73.50
13:52:43     13.63     94.29     81.26     73.04
13:52:44     14.77     92.89     80.82     72.32
13:52:45     13.23     93.35     81.11     72.79
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:52:46     13.72     93.30     80.87     72.78
13:52:47     14.62     93.45     81.36     73.03
13:52:48     13.64     92.59     80.64     72.27
13:52:49     12.26     93.94     81.38     73.15
13:52:50     14.33     93.93     81.51     73.15
13:52:51     14.50     93.75     81.59     73.23
13:52:52     13.17     93.74     81.38     73.03
13:52:53     13.74     93.53     81.22     72.67
13:52:54     13.66     93.35     80.87     72.78
13:52:55     13.48     92.57     80.56     72.31
13:52:56     16.04     94.58     80.86     72.27
13:52:57     14.01     95.43     82.35     74.04
13:52:58     13.55     92.88     80.71     72.31
13:52:59     12.16     93.17     80.71     72.67
13:53:00     13.76     92.53     80.41     72.14
13:53:01     13.22     91.94     80.04     71.83
13:53:02     14.22     92.24     80.15     71.95
13:53:03     13.74     92.49     80.33     71.95
13:53:04     13.15     92.11     80.15     71.94
13:53:05     15.68     92.68     80.61     72.42
13:53:06     14.44     92.90     80.72     72.46
13:53:07     13.87     93.51     81.13     72.79
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:53:08     13.68     93.77     81.66     73.29
13:53:09     12.58     95.23     82.72     74.23
13:53:10     12.78     94.54     82.29     73.87
13:53:11     12.01     93.95     81.93     73.49
13:53:12     12.30     93.80     81.38     73.03
13:53:13     12.63     92.87     81.49     72.89
13:53:14     13.50     94.80     82.31     74.09
13:53:15     12.09     94.26     82.04     73.66
13:53:16     12.14     94.25     82.34     73.73
13:53:17     14.23     94.47     82.51     73.93
13:53:18     12.69     94.13     81.91     73.51
13:53:19     11.91     95.35     82.85     74.58
13:53:20     14.21     96.33     82.47     73.86
13:53:21     14.38     94.33     82.18     73.72
13:53:22     12.65     91.17     82.03     73.74
13:53:23     11.93     93.33     81.91     73.36
13:53:24     13.56     93.82     82.17     73.89
13:53:25     12.81     94.32     82.34     73.86
13:53:26     12.41     90.81     82.11     73.71
13:53:27     12.81     89.34     81.40     73.00
13:53:28     12.76     94.10     81.91     73.39
13:53:29     14.88     94.22     82.03     73.73
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:53:30     12.80     93.37     82.31     73.86
13:53:31     12.35     93.53     82.02     73.66
13:53:32     14.33     92.22     80.77     72.37
13:53:33     13.86     93.34     81.21     72.98
13:53:34     14.23     93.67     81.22     72.91
13:53:35     12.39     89.44     80.48     72.03
13:53:36     13.16     83.54     82.05     73.62
13:53:37     13.16     93.80     81.76     73.49
13:53:38     15.96     94.90     81.13     72.65
13:53:39     15.49     96.31     81.22     73.04
13:53:40     12.13     93.31     81.27     72.94
13:53:41     15.49     93.09     80.81     72.51
13:53:42     13.20     92.86     80.72     72.46
13:53:43     14.45     92.85     81.10     72.57
13:53:44     12.71     94.70     82.31     73.87
13:53:45     14.04     94.66     81.91     73.74
13:53:46     12.62     93.81     81.67     73.16
13:53:47     12.56     95.37     82.85     74.23
13:53:48     12.62     97.02     82.34     74.11
13:53:49     14.71     95.38     82.39     73.95
13:53:50     13.38     95.56     82.33     73.89
13:53:51     12.68     95.14     82.91     74.26
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:53:52     11.39     94.01     81.86     73.58
13:53:53     17.19     96.56     82.34     73.99
13:53:54     13.05     94.05     82.09     73.65
13:53:55     11.58     94.76     82.47     73.87
13:53:56     12.23     95.13     82.96     74.56
13:53:57     14.55     93.16     80.87     72.55
13:53:58     16.21     94.19     80.33     71.98
13:53:59     14.62     93.44     80.90     72.49
13:54:00     13.75     93.37     80.87     72.79
13:54:01     15.86     94.55     81.45     73.02
13:54:02     14.75     95.07     81.27     72.92
13:54:03     13.57     93.44     80.98     72.78
13:54:04     14.23     92.46     80.18     71.96
13:54:05     13.39     92.45     80.55     72.07
13:54:06     15.15     95.43     80.73     72.56
13:54:07     15.54     94.22     81.27     72.94
13:54:08     14.55     94.02     81.78     73.53
13:54:09     14.36     93.36     80.98     72.69
13:54:10     14.76     93.54     81.28     72.94
13:54:11     13.04     92.44     80.39     72.15
