  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:45:31     12.89    439.20    215.96    255.75
13:45:32     12.81    405.49    212.80    251.57
13:45:33     14.70    437.23    215.44    255.11
13:45:34     13.30    438.52    214.37    253.95
13:45:35     11.99    433.05    214.73    253.66
13:45:36     14.02    433.43    213.24    252.52
13:45:37     15.57    430.36    213.92    253.23
13:45:38     12.64    434.86    210.45    249.29
13:45:39     14.11    434.15    211.74    250.96
13:45:40     14.01    438.18    212.67    252.23
13:45:41     14.02    438.26    214.28    253.44
13:45:42     16.70    437.66    214.35    253.81
13:45:43     12.70    430.38    211.78    251.35
13:45:44     14.63    442.22    217.06    256.55
13:45:45     12.97    455.62    222.24    263.22
13:45:46     14.92    453.64    223.24    264.27
13:45:47     14.74    439.61    210.98    250.03
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:45:48     14.24    446.25    217.71    257.86
13:45:49     13.56    456.87    222.47    263.63
13:45:50     14.98    450.30    219.78    260.50
13:45:51     14.33    439.48    214.47    253.93
13:45:52     13.66    436.13    212.98    252.12
13:45:53     13.79    443.98    217.21    257.97
13:45:54     13.78    437.57    211.69    250.39
13:45:55     13.98    434.79    212.04    251.12
13:45:56     13.58    437.86    213.65    253.08
13:45:57     13.35    436.18    212.66    251.85
13:45:58     14.62    437.44    212.51    251.68
13:45:59     15.27    441.67    214.10    253.57
13:46:00     13.92    439.40    214.09    253.40
13:46:01     15.41    443.30    213.88    253.46
13:46:02     13.27    437.56    213.09    252.46
13:46:03     14.62    437.86    212.60    251.99
13:46:04     16.33    430.88    209.74    248.43
13:46:05     15.64    431.02    209.87    249.27
13:46:06     15.39    435.29    214.45    253.47
13:46:07     16.17    447.49    218.61    258.93
13:46:08     17.77    443.97    216.66    256.55
13:46:09     14.26    439.90    215.41    256.50
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:46:10     14.06    443.55    217.19    260.48
13:46:11     16.24    434.49    210.45    252.38
13:46:12     16.17    433.07    211.39    253.55
13:46:13     14.01    436.08    211.85    254.29
13:46:14     14.72    436.15    215.21    257.81
13:46:15     15.75    444.62    217.56    261.03
13:46:16     15.46    440.10    213.48    255.98
13:46:17     15.14    444.91    216.14    259.12
13:46:18     15.29    441.31    216.06    259.13
13:46:19     15.32    443.97    214.67    257.40
13:46:20     14.63    441.41    214.27    257.08
13:46:21     14.15    436.97    214.29    256.65
13:46:22     14.32    431.57    211.04    253.07
13:46:23     14.25    438.91    213.64    256.21
13:46:24     13.47    433.28    211.69    253.93
13:46:25     13.03    431.07    212.66    254.78
13:46:26     13.16    438.84    214.48    257.49
13:46:27     15.62    435.95    212.36    254.54
13:46:28     13.99    442.31    215.04    258.67
13:46:29     13.29    437.63    214.74    256.85
13:46:30     15.23    443.80    217.19    260.33
13:46:31     12.93    451.99    220.55    265.20
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:46:32     13.27    455.51    223.02    266.72
13:46:33     13.94    451.92    219.53    263.19
13:46:34     15.55    449.59    218.65    262.13
13:46:35     13.91    451.03    220.62    265.15
13:46:36     14.74    442.68    216.09    259.10
13:46:37     13.88    439.52    213.21    255.77
13:46:38     12.02    438.21    213.75    255.73
13:46:39     13.31    437.36    213.34    256.47
13:46:40     13.36    437.73    213.59    256.19
13:46:41     16.80    434.43    213.20    255.07
13:46:42     18.01    432.30    213.23    255.65
13:46:43     18.72    439.75    213.33    255.93
13:46:44     17.77    435.38    213.73    256.26
13:46:45     18.72    439.67    216.20    259.86
13:46:46     16.05    442.14    215.17    257.35
13:46:47     17.84    439.39    214.38    257.81
13:46:48     18.18    444.42    217.29    260.06
13:46:49     17.38    447.54    219.90    264.07
13:46:50     15.73    451.40    219.12    262.34
13:46:51     16.73    452.52    218.50    262.72
13:46:52     14.95    450.66    219.69    262.88
13:46:53     15.11    450.48    220.61    264.61
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:46:54     16.22    452.27    219.63    263.68
13:46:55     14.93    449.33    218.88    262.12
13:46:56     17.03    450.24    218.61    262.27
13:46:57     16.67    440.97    213.96    256.78
13:46:58     18.07    443.88    214.89    257.46
13:46:59     14.78    444.21    215.99    259.06
13:47:00     14.59    438.92    212.29    254.66
13:47:01     14.91    443.31    215.55    259.17
13:47:02     14.47    451.13    219.13    262.66
13:47:03     14.43    446.58    217.87    261.45
13:47:04     13.92    446.70    216.54    259.23
13:47:05     12.64    445.29    217.09    260.37
13:47:06     13.20    448.27    217.95    261.39
13:47:07     13.65    447.85    218.17    261.68
13:47:08     13.17    441.41    215.84    258.90
13:47:09     12.63    441.24    213.18    256.11
13:47:10     13.24    439.09    215.51    257.94
13:47:11     12.54    439.77    214.32    256.86
13:47:12     14.76    437.80    212.75    255.28
13:47:13     13.86    436.66    213.27    255.80
13:47:14     13.55    431.80    210.17    252.13
13:47:15     13.82    431.93    210.66    252.66
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:47:16     13.70    426.98    207.22    249.27
13:47:17     16.16    430.60    210.54    251.69
13:47:18     14.55    436.54    212.38    255.41
13:47:19     14.33    435.43    213.03    255.42
13:47:20     14.60    441.34    214.67    256.87
13:47:21     13.89    437.68    214.02    256.77
13:47:22     14.65    440.79    214.65    257.34
13:47:23     14.14    434.59    212.83    255.89
13:47:24     14.33    431.07    212.89    255.32
13:47:25     14.38    435.36    213.77    255.65
13:47:26     14.87    435.01    212.82    255.36
13:47:27     15.28    390.09    211.33    252.49
13:47:28     14.81    437.05    212.82    255.99
13:47:29     15.66    435.32    211.89    253.55
13:47:30     15.99    440.77    215.87    259.46
13:47:31     15.65    436.37    212.25    254.02
13:47:32     15.60    440.33    213.95    256.50
13:47:33     14.38    437.62    215.08    257.87
13:47:34     14.87    435.86    214.00    256.68
13:47:35     13.30    439.50    214.83    257.73
13:47:36     15.49    436.21    212.75    255.12
13:47:37     13.79    432.14    213.40    256.32
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:47:38     13.53    438.34    214.03    256.06
13:47:39     13.73    435.33    212.83    255.99
13:47:40     12.83    436.12    212.26    253.87
13:47:41     13.92    439.89    215.04    257.91
13:47:42     14.21    442.02    216.62    259.70
13:47:43     12.86    442.87    215.29    258.65
13:47:44     16.82    442.36    213.68    256.46
13:47:45     15.43    445.69    217.26    260.69
13:47:46     14.31    438.89    214.16    256.21
13:47:47     13.11    442.02    214.47    257.67
13:47:48     12.89    438.82    214.65    257.16
13:47:49     13.40    438.59    212.94    255.46
13:47:50     13.51    439.70    213.63    256.38
13:47:51     14.84    438.98    214.61    257.18
13:47:52     14.05    436.17    212.27    254.57
13:47:53     15.29    433.04    210.70    253.36
13:47:54     13.32    436.42    210.84    252.33
13:47:55     13.27    437.26    212.74    255.81
13:47:56     13.69    446.46    217.41    260.28
13:47:57     13.23    444.13    215.58    258.41
13:47:58     14.51    449.73    218.35    261.87
13:47:59     13.44    445.58    220.37    264.21
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:48:00     14.68    439.18    210.89    252.96
13:48:01     15.66    440.22    213.64    256.17
13:48:02     13.69    445.81    217.47    260.77
13:48:03     13.85    449.62    217.91    261.37
13:48:04     14.24    456.49    221.84    266.59
13:48:05     13.23    450.35    217.05    259.87
13:48:06     14.72    430.59    209.86    252.15
13:48:07     14.42    429.38    208.77    250.47
13:48:08     13.74    430.45    208.42    249.39
13:48:09     12.95    425.95    208.34    249.90
13:48:10     13.45    432.99    209.47    251.21
13:48:11     12.59    434.09    211.22    254.01
13:48:12     14.36    438.61    212.58    255.10
13:48:13     14.25    432.29    212.13    254.36
13:48:14     13.37    434.37    211.06    252.54
13:48:15     14.50    440.37    215.10    258.10
13:48:16     13.70    436.35    213.16    256.33
13:48:17     13.93    442.27    214.81    256.97
13:48:18     15.12    447.22    217.71    261.23
13:48:19     15.02    453.78    218.77    262.53
13:48:20     13.97    440.46    211.82    253.98
13:48:21     15.52    448.81    217.74    261.10
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:48:22     14.47    452.34    219.64    263.57
13:48:23     15.90    451.99    218.25    261.76
13:48:24     14.43    449.48    216.92    260.14
13:48:25     15.33    436.81    211.37    253.63
13:48:26     13.52    434.13    212.12    254.30
13:48:27     16.51    433.63    211.85    254.09
13:48:28     13.92    452.92    220.14    263.97
13:48:29     14.13    449.22    217.80    261.24
13:48:30     14.60    456.88    220.36    264.39
13:48:31     14.15    449.41    217.17    260.64
13:48:32     15.65    442.91    212.57    255.56
13:48:33     13.28    433.29    211.95    253.63
13:48:34     13.84    433.77    210.29    252.85
13:48:35     14.16    431.13    209.47    251.15
13:48:36     14.01    439.11    214.28    256.50
13:48:37     15.98    451.85    218.24    261.72
13:48:38     14.16    446.67    217.93    261.99
13:48:39     15.55    449.04    218.65    261.69
13:48:40     14.55    446.93    218.22    262.00
13:48:41     17.05    446.55    216.42    259.27
13:48:42     14.06    446.69    217.11    260.50
13:48:43     14.15    440.58    214.06    256.71
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:48:44     14.78    446.16    217.93    261.24
13:48:45     14.02    451.22    219.24    263.57
13:48:46     14.49    443.90    218.81    261.77
13:48:47     14.09    448.93    220.38    264.34
13:48:48     12.43    449.36    219.23    262.96
13:48:49     13.41    448.14    218.70    262.26
13:48:50     11.93    445.79    217.73    261.10
13:48:51     14.61    440.70    215.55    258.57
13:48:52     15.68    440.99    213.29    256.45
13:48:53     15.18    447.04    217.59    260.26
13:48:54     14.13    435.56    212.43    254.75
13:48:55     14.60    435.35    212.23    255.16
13:48:56     13.67    428.67    209.35    250.46
13:48:57     13.75    433.21    210.40    253.03
13:48:58     13.98    435.93    211.77    253.54
13:48:59     15.31    436.39    212.60    255.11
13:49:00     14.25    435.55    213.46    255.89
13:49:01     13.98    439.24    212.37    254.74
13:49:02     13.79    432.03    211.46    253.55
13:49:03     13.98    441.82    214.21    256.87
13:49:04     13.92    441.08    214.54    257.89
13:49:05     14.12    438.61    214.05    256.78
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:49:06     14.58    438.47    214.06    256.07
13:49:07     13.67    440.21    214.08    256.82
13:49:08     15.21    434.34    211.84    254.17
13:49:09     14.60    435.39    211.98    254.15
13:49:10     12.72    441.39    214.56    257.89
13:49:11     13.17    416.33    201.34    241.32
13:49:12     15.71    436.51    211.89    254.27
13:49:13     15.83    436.10    213.95    256.50
13:49:14     13.28    435.61    212.82    255.34
13:49:15     13.80    434.79    211.51    254.14
13:49:16     13.52    439.41    213.93    256.06
13:49:17     16.86    443.21    214.64    258.15
13:49:18     14.49    439.40    214.16    256.79
13:49:19     14.13    440.46    216.26    258.59
13:49:20     13.75    446.39    217.56    260.99
13:49:21     13.81    439.87    213.06    255.60
13:49:22     13.38    443.98    218.03    262.11
13:49:23     13.94    429.03    212.52    254.17
13:49:24     14.45    445.19    216.68    260.44
13:49:25     14.91    445.57    217.59    260.97
13:49:26     14.69    440.31    216.71    259.87
13:49:27     15.71    446.97    217.06    259.89
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:49:28     12.81    444.14    218.25    261.69
13:49:29     14.79    440.76    216.44    259.53
13:49:30     12.49    446.97    218.25    261.83
13:49:31     15.81    447.37    218.31    261.76
13:49:32     13.70    422.79    206.42    248.29
13:49:33     13.90    437.55    213.81    256.47
13:49:34     14.19    433.79    212.20    254.32
13:49:35     14.91    428.38    209.13    251.48
13:49:36     14.93    434.32    211.45    253.01
13:49:37     13.49    437.50    211.85    254.84
13:49:38     12.03    439.61    217.94    260.53
13:49:39     14.46    447.38    217.92    261.40
13:49:40     13.72    437.85    212.87    255.66
13:49:41     15.10    440.67    214.23    256.50
13:49:42     12.62    440.59    213.73    256.60
13:49:43     13.36    436.96    214.90    257.58
13:49:44     15.12    443.88    216.22    259.17
13:49:45     13.81    440.71    215.47    258.97
13:49:46     13.74    435.47    211.22    252.77
13:49:47     14.28    434.95    212.83    255.36
13:49:48     14.73    432.38    210.86    252.89
13:49:49     15.07    452.04    220.04    264.28
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:49:50     12.86    451.73    220.23    263.64
13:49:51     13.84    453.74    220.67    265.00
13:49:52     12.62    444.91    216.30    259.69
13:49:53     15.01    446.76    217.65    260.43
13:49:54     13.72    438.82    213.94    256.71
13:49:55     13.84    437.77    212.05    254.27
13:49:56     13.30    441.31    213.96    257.34
13:49:57     14.76    434.93    213.64    256.12
13:49:58     13.86    437.26    214.56    256.78
13:49:59     13.44    437.20    213.02    256.08
13:50:00     13.36    436.35    211.86    254.24
13:50:01     13.28    439.22    215.67    257.95
13:50:02     12.51    439.73    213.94    256.60
13:50:03     13.69    437.28    214.63    257.58
13:50:04     14.96    445.83    216.93    260.00
13:50:05     13.91    443.41    218.18    262.18
13:50:06     11.83    445.04    217.06    259.72
13:50:07     12.04    437.33    216.22    259.56
13:50:08     13.13    451.34    220.07    263.69
13:50:09     14.81    451.50    219.75    263.60
13:50:10     13.45    450.99    218.62    262.74
13:50:11     14.28    451.10    219.16    262.88
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:50:12     14.77    445.53    218.72    261.83
13:50:13     15.19    447.68    218.43    262.51
13:50:14     13.05    448.65    218.50    261.53
13:50:15     14.02    446.68    217.18    260.98
13:50:16     13.21    449.48    217.13    259.90
13:50:17     14.33    439.67    216.33    259.36
13:50:18     12.93    443.96    215.66    259.08
13:50:19     15.45    443.39    217.95    260.93
13:50:20     14.53    446.31    217.99    261.42
13:50:21     14.35    438.57    213.55    256.18
13:50:22     14.45    440.58    212.76    255.85
13:50:23     14.19    440.75    216.62    259.13
13:50:24     15.12    456.11    220.60    265.00
13:50:25     14.35    444.46    217.36    260.30
13:50:26     14.12    443.64    216.89    260.67
13:50:27     15.66    443.90    216.00    258.45
13:50:28     13.99    447.02    216.78    260.52
13:50:29     14.91    443.84    216.26    258.90
13:50:30     13.85    438.72    215.23    258.12
13:50:31     13.92    446.00    217.39    261.33
13:50:32     14.24    437.97    215.54    257.90
13:50:33     13.52    439.66    215.97    259.44
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:50:34     14.08    445.47    216.38    258.91
13:50:35     12.47    449.73    220.21    264.26
13:50:36     14.98    451.10    221.54    265.55
13:50:37     14.39    447.51    219.71    264.08
13:50:38     14.51    446.04    216.14    258.68
13:50:39     12.37    446.47    217.54    261.36
13:50:40     13.91    447.07    217.85    260.68
13:50:41     14.12    442.47    217.01    260.17
13:50:42     14.05    449.75    217.89    262.03
13:50:43     12.67    447.07    217.57    260.35
13:50:44     13.81    445.27    218.03    261.49
13:50:45     12.52    439.52    213.64    256.13
13:50:46     12.92    446.61    217.66    261.02
13:50:47     12.85    439.71    213.95    256.61
13:50:48     12.59    440.16    214.64    257.47
13:50:49     14.68    436.29    214.18    256.68
13:50:50     12.07    443.18    215.45    258.38
13:50:51     14.09    440.21    215.65    258.59
13:50:52     14.32    445.16    216.59    259.75
13:50:53     13.37    442.68    215.48    258.51
13:50:54     13.29    451.08    218.78    262.42
13:50:55     13.01    450.12    218.09    261.77
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:50:56     14.84    446.19    218.99    262.35
13:50:57     14.08    440.02    214.87    257.70
13:50:58     14.78    440.16    214.99    257.84
13:50:59     14.18    441.03    213.94    256.70
13:51:00     15.00    437.90    213.16    256.23
13:51:01     16.50    441.07    212.93    255.38
13:51:02     12.36    436.42    213.36    255.95
13:51:03     14.57    437.90    214.30    256.53
13:51:04     13.45    440.13    213.03    256.08
13:51:05     15.78    435.51    211.70    253.92
13:51:06     12.95    446.66    215.91    258.45
13:51:07     13.39    437.30    213.58    256.80
13:51:08     14.12    436.67    215.43    257.64
13:51:09     13.61    441.36    214.01    257.28
13:51:10     15.21    438.44    212.55    255.00
13:51:11     13.55    435.22    212.50    254.25
13:51:12     13.95    438.82    213.03    256.09
13:51:13     14.00    439.80    214.39    256.57
13:51:14     13.66    443.45    214.48    257.28
13:51:15     14.52    433.11    210.89    253.00
13:51:16     13.12    443.02    214.01    256.65
13:51:17     14.54    439.89    214.54    257.95
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:51:18     15.47    446.79    216.75    259.40
13:51:19     14.43    445.44    216.05    259.11
13:51:20     13.54    440.32    214.55    257.29
13:51:21     13.09    439.31    215.32    258.35
13:51:22     14.01    435.99    212.07    254.80
13:51:23     13.37    422.82    206.31    247.51
13:51:24     13.45    436.50    213.65    255.80
13:51:25     12.45    440.21    214.29    257.68
13:51:26     14.84    438.06    214.76    257.00
13:51:27     13.62    442.72    214.74    257.60
13:51:28     13.73    438.83    212.88    255.93
13:51:29     13.10    439.17    213.92    256.46
13:51:30     13.21    437.05    212.31    254.20
13:51:31     14.44    439.27    213.26    255.84
13:51:32     13.36    434.05    210.85    252.86
13:51:33     12.20    429.35    210.61    252.57
13:51:34     15.45    436.86    213.62    256.15
13:51:35     13.32    438.56    212.47    255.38
13:51:36     14.50    437.97    214.48    256.69
13:51:37     13.02    441.43    214.38    257.11
13:51:38     14.78    439.11    213.67    256.24
13:51:39     13.81    432.24    210.86    252.98
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:51:40     15.52    443.87    214.01    256.66
13:51:41     14.07    442.78    213.55    256.08
13:51:42     14.54    435.38    211.51    253.54
13:51:43     13.62    435.03    211.47    254.17
13:51:44     15.13    438.87    214.13    256.46
13:51:45     12.85    433.93    210.94    252.98
13:51:46     14.88    436.95    213.56    256.85
13:51:47     13.98    436.01    213.04    254.89
13:51:48     15.71    438.12    212.75    255.29
13:51:49     12.16    441.96    214.44    257.87
13:51:50     14.21    433.18    212.58    254.32
13:51:51     14.12    434.60    211.37    254.19
13:51:52     14.01    434.91    212.44    254.43
13:51:53     13.68    437.30    212.29    254.35
13:51:54     13.22    447.53    217.96    261.73
13:51:55     14.81    436.49    213.11    255.81
13:51:56     14.36    428.20    212.39    254.10
13:51:57     13.01    429.80    212.10    254.88
13:51:58     13.60    436.28    213.63    255.56
13:51:59     13.41    438.62    213.99    256.90
13:52:00     14.23    437.52    213.00    255.31
13:52:01     15.32    427.15    207.15    248.49
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:52:02     14.68    439.21    214.54    257.87
13:52:03     13.76    446.64    217.51    260.98
13:52:04     13.80    445.58    218.25    261.11
13:52:05     14.73    444.60    215.45    259.11
13:52:06     14.08    443.18    216.84    260.00
13:52:07     14.66    446.85    218.18    260.95
13:52:08     14.27    444.69    216.50    260.26
13:52:09     13.56    444.23    218.04    261.42
13:52:10     16.02    446.88    218.18    261.22
13:52:11     13.53    445.18    217.05    260.34
13:52:12     14.02    448.62    217.71    261.68
13:52:13     15.40    443.65    219.62    262.73
13:52:14     14.56    448.32    219.87    264.28
13:52:15     15.56    448.09    220.41    263.67
13:52:16     13.40    448.69    219.16    262.93
13:52:17     14.29    438.46    214.73    257.64
13:52:18     14.64    437.55    215.49    258.22
13:52:19     14.49    435.83    212.82    255.35
13:52:20     15.03    436.49    212.43    255.00
13:52:21     13.89    437.42    213.92    256.45
13:52:22     14.50    438.36    213.63    256.54
13:52:23     13.02    440.29    213.62    255.91
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:52:24     16.06    438.44    212.28    254.65
13:52:25     13.38    447.58    216.49    259.72
13:52:26     12.64    425.68    208.40    249.98
13:52:27     13.81    437.50    212.99    255.92
13:52:28     12.21    436.50    212.93    255.50
13:52:29     14.00    438.58    212.27    254.03
13:52:30     13.88    434.51    212.38    255.18
13:52:31     12.30    437.87    214.17    256.47
13:52:32     13.04    438.20    213.34    256.32
13:52:33     13.49    436.95    213.30    255.64
13:52:34     13.82    437.09    212.67    255.05
13:52:35     12.99    436.05    212.25    254.97
13:52:36     15.61    436.34    212.42    254.15
13:52:37     12.41    441.41    214.08    257.41
13:52:38     12.84    437.52    213.33    255.30
13:52:39     13.37    438.09    213.78    257.01
13:52:40     12.96    437.43    213.09    254.95
13:52:41     13.44    440.94    214.39    257.80
13:52:42     14.43    443.13    216.51    259.14
13:52:43     14.30    441.72    214.53    257.25
13:52:44     13.76    436.43    212.37    254.80
13:52:45     13.85    440.32    213.98    256.63
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:52:46     13.85    439.40    213.66    256.35
13:52:47     14.90    440.46    214.16    256.80
13:52:48     13.58    435.69    212.00    254.96
13:52:49     14.66    440.48    214.99    257.19
13:52:50     14.91    439.39    215.01    258.53
13:52:51     15.86    440.03    215.56    257.98
13:52:52     13.64    438.79    213.94    256.58
13:52:53     15.00    436.51    213.54    256.63
13:52:54     13.70    436.25    213.90    256.12
13:52:55     15.12    435.03    211.82    254.04
13:52:56     14.10    437.48    214.32    257.07
13:52:57     13.35    445.76    216.05    259.22
13:52:58     14.27    436.49    211.23    254.04
13:52:59     12.92    436.22    213.48    255.35
13:53:00     13.88    432.61    211.30    254.09
13:53:01     12.57    436.61    211.77    253.94
13:53:02     14.26    434.52    211.45    253.08
13:53:03     14.03    439.17    211.23    254.06
13:53:04     14.67    438.33    211.90    254.15
13:53:05     13.91    438.26    212.05    253.69
13:53:06     13.37    440.55    212.31    254.82
13:53:07     14.01    441.52    213.93    256.55
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:53:08     13.79    446.53    215.74    258.68
13:53:09     14.42    447.82    218.37    261.96
13:53:10     12.88    447.09    216.06    259.14
13:53:11     13.43    447.44    217.08    260.54
13:53:12     14.41    440.49    214.37    256.79
13:53:13     14.45    443.20    215.09    258.12
13:53:14     14.43    447.99    216.60    259.91
13:53:15     14.65    447.46    216.52    259.44
13:53:16     14.04    445.39    217.43    260.71
13:53:17     14.16    445.86    217.07    260.30
13:53:18     13.85    445.72    216.37    260.14
13:53:19     13.90    448.67    218.56    261.60
13:53:20     12.53    449.30    217.66    261.55
13:53:21     14.90    447.77    217.11    260.43
13:53:22     15.27    449.70    216.65    259.24
13:53:23     13.40    440.35    215.74    258.59
13:53:24     14.01    444.31    216.86    260.08
13:53:25     14.18    449.59    216.64    259.88
13:53:26     15.01    441.90    214.22    256.88
13:53:27     13.63    444.24    217.89    261.86
13:53:28     15.44    444.80    216.06    258.52
13:53:29     14.46    442.29    216.86    260.11
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:53:30     12.69    445.49    217.14    260.37
13:53:31     13.30    444.94    215.25    258.53
13:53:32     13.29    438.98    213.51    255.61
13:53:33     14.68    441.39    213.42    255.93
13:53:34     15.67    442.58    213.96    257.42
13:53:35     14.09    438.13    212.28    254.66
13:53:36     12.81    446.68    218.13    261.21
13:53:38     13.55    444.09    214.86    257.37
13:53:39     14.46    439.80    213.67    256.40
13:53:40     15.87    445.55    214.17    257.44
13:53:41     13.96    439.10    213.49    255.35
13:53:42     16.07    444.64    213.41    256.62
13:53:43     12.68    439.38    212.31    254.08
13:53:44     14.43    445.00    214.68    257.42
13:53:45     14.16    449.27    216.51    260.27
13:53:46     15.75    447.54    215.47    258.58
13:53:47     14.54    444.53    216.21    259.24
13:53:48     11.59    449.73    218.58    261.61
13:53:49     15.33    448.07    217.09    260.96
13:53:50     14.19    447.85    217.26    260.58
13:53:51     15.04    448.18    216.57    259.80
13:53:52     14.06    450.51    218.29    261.06
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
13:53:53     14.09    444.45    216.29    259.37
13:53:54     16.00    450.92    217.44    260.80
13:53:55     14.62    442.91    217.16    260.84
13:53:56     13.97    446.34    218.06    261.38
13:53:57     13.73    450.30    217.63    261.04
13:53:58     14.58    440.96    213.01    254.97
13:53:59     15.07    436.27    211.37    254.20
13:54:00     13.94    438.27    213.29    255.07
13:54:01     17.12    448.10    214.42    257.48
13:54:02     14.38    443.55    213.97    256.39
13:54:03     14.77    440.59    213.93    256.58
13:54:04     15.64    442.18    213.34    255.93
13:54:05     14.64    437.33    210.78    253.54
13:54:06     15.25    435.15    212.44    254.08
13:54:07     14.67    439.76    213.23    255.87
13:54:08     14.64    442.65    214.54    257.20
13:54:09     12.83    444.71    214.95    258.55
13:54:10     13.33    440.21    213.94    256.54
13:54:11     15.38    444.53    213.33    255.85
13:54:12     14.00    439.25    212.74    254.54
