2023-04-07 13:46:42 0.94, 0.45, 0.23
2023-04-07 13:46:43 0.94, 0.45, 0.23
2023-04-07 13:46:44 0.94, 0.45, 0.23
2023-04-07 13:46:45 0.86, 0.44, 0.23
2023-04-07 13:46:46 0.86, 0.44, 0.23
2023-04-07 13:46:47 0.86, 0.44, 0.23
2023-04-07 13:46:48 0.86, 0.44, 0.23
2023-04-07 13:46:49 0.86, 0.44, 0.23
2023-04-07 13:46:50 0.88, 0.45, 0.23
2023-04-07 13:46:51 0.88, 0.45, 0.23
2023-04-07 13:46:52 0.88, 0.45, 0.23
2023-04-07 13:46:53 0.88, 0.45, 0.23
2023-04-07 13:46:54 0.88, 0.45, 0.23
2023-04-07 13:46:55 0.81, 0.44, 0.23
2023-04-07 13:46:56 0.81, 0.44, 0.23
2023-04-07 13:46:57 0.81, 0.44, 0.23
2023-04-07 13:46:58 0.81, 0.44, 0.23
2023-04-07 13:46:59 0.81, 0.44, 0.23
2023-04-07 13:47:00 0.82, 0.45, 0.23
2023-04-07 13:47:01 0.82, 0.45, 0.23
2023-04-07 13:47:02 0.82, 0.45, 0.23
2023-04-07 13:47:03 0.82, 0.45, 0.23
2023-04-07 13:47:04 0.82, 0.45, 0.23
2023-04-07 13:47:05 0.92, 0.48, 0.24
2023-04-07 13:47:06 0.92, 0.48, 0.24
2023-04-07 13:47:07 0.92, 0.48, 0.24
2023-04-07 13:47:08 0.92, 0.48, 0.24
2023-04-07 13:47:09 0.92, 0.48, 0.24
2023-04-07 13:47:10 0.84, 0.47, 0.24
2023-04-07 13:47:11 0.84, 0.47, 0.24
2023-04-07 13:47:12 0.84, 0.47, 0.24
2023-04-07 13:47:13 0.84, 0.47, 0.24
2023-04-07 13:47:14 0.84, 0.47, 0.24
2023-04-07 13:47:15 0.85, 0.48, 0.25
2023-04-07 13:47:16 0.85, 0.48, 0.25
2023-04-07 13:47:17 0.85, 0.48, 0.25
2023-04-07 13:47:18 0.85, 0.48, 0.25
2023-04-07 13:47:19 0.85, 0.48, 0.25
2023-04-07 13:47:20 0.87, 0.49, 0.25
2023-04-07 13:47:21 0.87, 0.49, 0.25
2023-04-07 13:47:22 0.87, 0.49, 0.25
2023-04-07 13:47:23 0.87, 0.49, 0.25
2023-04-07 13:47:24 0.87, 0.49, 0.25
2023-04-07 13:47:25 0.80, 0.48, 0.25
2023-04-07 13:47:26 0.80, 0.48, 0.25
2023-04-07 13:47:27 0.80, 0.48, 0.25
2023-04-07 13:47:28 0.80, 0.48, 0.25
2023-04-07 13:47:29 0.81, 0.49, 0.25
2023-04-07 13:47:30 0.81, 0.49, 0.25
2023-04-07 13:47:31 0.81, 0.49, 0.25
2023-04-07 13:47:32 0.81, 0.49, 0.25
2023-04-07 13:47:33 0.81, 0.49, 0.25
2023-04-07 13:47:34 0.83, 0.50, 0.26
2023-04-07 13:47:35 0.83, 0.50, 0.26
2023-04-07 13:47:36 0.83, 0.50, 0.26
2023-04-07 13:47:37 0.83, 0.50, 0.26
2023-04-07 13:47:38 0.83, 0.50, 0.26
2023-04-07 13:47:39 0.76, 0.49, 0.26
2023-04-07 13:47:40 0.76, 0.49, 0.26
2023-04-07 13:47:41 0.76, 0.49, 0.26
2023-04-07 13:47:42 0.76, 0.49, 0.26
2023-04-07 13:47:43 0.76, 0.49, 0.26
2023-04-07 13:47:44 0.70, 0.48, 0.26
2023-04-07 13:47:45 0.70, 0.48, 0.26
2023-04-07 13:47:46 0.70, 0.48, 0.26
2023-04-07 13:47:47 0.70, 0.48, 0.26
2023-04-07 13:47:48 0.70, 0.48, 0.26
2023-04-07 13:47:49 0.64, 0.47, 0.25
2023-04-07 13:47:50 0.64, 0.47, 0.25
2023-04-07 13:47:51 0.64, 0.47, 0.25
2023-04-07 13:47:52 0.64, 0.47, 0.25
2023-04-07 13:47:53 0.64, 0.47, 0.25
2023-04-07 13:47:54 0.59, 0.46, 0.25
2023-04-07 13:47:55 0.59, 0.46, 0.25
2023-04-07 13:47:56 0.59, 0.46, 0.25
2023-04-07 13:47:57 0.59, 0.46, 0.25
2023-04-07 13:47:58 0.59, 0.46, 0.25
2023-04-07 13:47:59 0.63, 0.47, 0.26
2023-04-07 13:48:00 0.63, 0.47, 0.26
2023-04-07 13:48:01 0.63, 0.47, 0.26
2023-04-07 13:48:02 0.63, 0.47, 0.26
2023-04-07 13:48:03 0.63, 0.47, 0.26
2023-04-07 13:48:04 0.66, 0.48, 0.26
2023-04-07 13:48:05 0.66, 0.48, 0.26
2023-04-07 13:48:06 0.66, 0.48, 0.26
2023-04-07 13:48:07 0.66, 0.48, 0.26
2023-04-07 13:48:08 0.66, 0.48, 0.26
2023-04-07 13:48:09 0.76, 0.51, 0.27
2023-04-07 13:48:10 0.76, 0.51, 0.27
2023-04-07 13:48:11 0.76, 0.51, 0.27
2023-04-07 13:48:12 0.76, 0.51, 0.27
2023-04-07 13:48:13 0.76, 0.51, 0.27
2023-04-07 13:48:14 0.70, 0.50, 0.27
2023-04-07 13:48:15 0.70, 0.50, 0.27
2023-04-07 13:48:16 0.70, 0.50, 0.27
2023-04-07 13:48:17 0.70, 0.50, 0.27
2023-04-07 13:48:18 0.70, 0.50, 0.27
2023-04-07 13:48:19 0.65, 0.49, 0.27
2023-04-07 13:48:20 0.65, 0.49, 0.27
2023-04-07 13:48:21 0.65, 0.49, 0.27
2023-04-07 13:48:22 0.65, 0.49, 0.27
2023-04-07 13:48:23 0.65, 0.49, 0.27
2023-04-07 13:48:24 0.67, 0.50, 0.27
2023-04-07 13:48:25 0.67, 0.50, 0.27
2023-04-07 13:48:26 0.67, 0.50, 0.27
2023-04-07 13:48:27 0.67, 0.50, 0.27
2023-04-07 13:48:28 0.67, 0.50, 0.27
2023-04-07 13:48:29 0.70, 0.51, 0.28
2023-04-07 13:48:30 0.70, 0.51, 0.28
2023-04-07 13:48:31 0.70, 0.51, 0.28
2023-04-07 13:48:32 0.70, 0.51, 0.28
2023-04-07 13:48:33 0.70, 0.51, 0.28
2023-04-07 13:48:34 0.64, 0.50, 0.27
2023-04-07 13:48:35 0.64, 0.50, 0.27
2023-04-07 13:48:36 0.64, 0.50, 0.27
2023-04-07 13:48:37 0.64, 0.50, 0.27
2023-04-07 13:48:38 0.64, 0.50, 0.27
2023-04-07 13:48:39 0.59, 0.49, 0.27
2023-04-07 13:48:40 0.59, 0.49, 0.27
2023-04-07 13:48:41 0.59, 0.49, 0.27
2023-04-07 13:48:42 0.59, 0.49, 0.27
2023-04-07 13:48:43 0.59, 0.49, 0.27
2023-04-07 13:48:44 0.54, 0.48, 0.27
2023-04-07 13:48:45 0.54, 0.48, 0.27
2023-04-07 13:48:46 0.54, 0.48, 0.27
2023-04-07 13:48:47 0.54, 0.48, 0.27
2023-04-07 13:48:48 0.54, 0.48, 0.27
2023-04-07 13:48:49 0.50, 0.47, 0.27
2023-04-07 13:48:50 0.50, 0.47, 0.27
2023-04-07 13:48:51 0.50, 0.47, 0.27
2023-04-07 13:48:52 0.50, 0.47, 0.27
2023-04-07 13:48:53 0.50, 0.47, 0.27
2023-04-07 13:48:54 0.46, 0.46, 0.27
2023-04-07 13:48:55 0.46, 0.46, 0.27
2023-04-07 13:48:56 0.46, 0.46, 0.27
2023-04-07 13:48:57 0.46, 0.46, 0.27
2023-04-07 13:48:58 0.46, 0.46, 0.27
2023-04-07 13:48:59 0.42, 0.46, 0.27
2023-04-07 13:49:00 0.42, 0.46, 0.27
2023-04-07 13:49:01 0.42, 0.46, 0.27
2023-04-07 13:49:02 0.42, 0.46, 0.27
2023-04-07 13:49:03 0.42, 0.46, 0.27
2023-04-07 13:49:04 0.47, 0.47, 0.27
2023-04-07 13:49:05 0.47, 0.47, 0.27
2023-04-07 13:49:06 0.47, 0.47, 0.27
2023-04-07 13:49:07 0.47, 0.47, 0.27
2023-04-07 13:49:08 0.47, 0.47, 0.27
2023-04-07 13:49:09 0.43, 0.46, 0.27
2023-04-07 13:49:10 0.43, 0.46, 0.27
2023-04-07 13:49:12 0.43, 0.46, 0.27
2023-04-07 13:49:13 0.43, 0.46, 0.27
2023-04-07 13:49:14 0.43, 0.46, 0.27
2023-04-07 13:49:15 0.40, 0.45, 0.27
2023-04-07 13:49:16 0.40, 0.45, 0.27
2023-04-07 13:49:17 0.40, 0.45, 0.27
2023-04-07 13:49:18 0.40, 0.45, 0.27
2023-04-07 13:49:19 0.40, 0.45, 0.27
2023-04-07 13:49:20 0.36, 0.44, 0.27
2023-04-07 13:49:21 0.36, 0.44, 0.27
2023-04-07 13:49:22 0.36, 0.44, 0.27
2023-04-07 13:49:23 0.36, 0.44, 0.27
2023-04-07 13:49:24 0.36, 0.44, 0.27
2023-04-07 13:49:25 0.34, 0.43, 0.27
2023-04-07 13:49:26 0.34, 0.43, 0.27
2023-04-07 13:49:27 0.34, 0.43, 0.27
2023-04-07 13:49:28 0.34, 0.43, 0.27
2023-04-07 13:49:29 0.34, 0.43, 0.27
2023-04-07 13:49:30 0.31, 0.43, 0.26
2023-04-07 13:49:31 0.31, 0.43, 0.26
2023-04-07 13:49:32 0.31, 0.43, 0.26
2023-04-07 13:49:33 0.31, 0.43, 0.26
2023-04-07 13:49:34 0.31, 0.43, 0.26
2023-04-07 13:49:35 0.28, 0.42, 0.26
2023-04-07 13:49:36 0.28, 0.42, 0.26
2023-04-07 13:49:37 0.28, 0.42, 0.26
2023-04-07 13:49:38 0.28, 0.42, 0.26
2023-04-07 13:49:39 0.28, 0.42, 0.26
2023-04-07 13:49:40 0.34, 0.43, 0.27
2023-04-07 13:49:41 0.34, 0.43, 0.27
2023-04-07 13:49:42 0.34, 0.43, 0.27
2023-04-07 13:49:43 0.34, 0.43, 0.27
2023-04-07 13:49:44 0.34, 0.43, 0.27
2023-04-07 13:49:45 0.31, 0.42, 0.27
2023-04-07 13:49:46 0.31, 0.42, 0.27
2023-04-07 13:49:47 0.31, 0.42, 0.27
2023-04-07 13:49:48 0.31, 0.42, 0.27
2023-04-07 13:49:49 0.31, 0.42, 0.27
2023-04-07 13:49:50 0.53, 0.47, 0.28
2023-04-07 13:49:51 0.53, 0.47, 0.28
2023-04-07 13:49:52 0.53, 0.47, 0.28
2023-04-07 13:49:53 0.53, 0.47, 0.28
2023-04-07 13:49:54 0.53, 0.47, 0.28
2023-04-07 13:49:55 0.49, 0.46, 0.28
2023-04-07 13:49:56 0.49, 0.46, 0.28
2023-04-07 13:49:57 0.49, 0.46, 0.28
2023-04-07 13:49:58 0.49, 0.46, 0.28
2023-04-07 13:49:59 0.49, 0.46, 0.28
2023-04-07 13:50:00 0.53, 0.47, 0.28
2023-04-07 13:50:01 0.53, 0.47, 0.28
2023-04-07 13:50:02 0.53, 0.47, 0.28
2023-04-07 13:50:03 0.53, 0.47, 0.28
2023-04-07 13:50:04 0.53, 0.47, 0.28
2023-04-07 13:50:05 0.49, 0.46, 0.28
2023-04-07 13:50:06 0.49, 0.46, 0.28
2023-04-07 13:50:07 0.49, 0.46, 0.28
2023-04-07 13:50:08 0.49, 0.46, 0.28
2023-04-07 13:50:09 0.49, 0.46, 0.28
2023-04-07 13:50:10 0.45, 0.45, 0.28
2023-04-07 13:50:11 0.45, 0.45, 0.28
2023-04-07 13:50:12 0.45, 0.45, 0.28
2023-04-07 13:50:13 0.45, 0.45, 0.28
2023-04-07 13:50:14 0.45, 0.45, 0.28
2023-04-07 13:50:15 0.41, 0.44, 0.28
2023-04-07 13:50:16 0.41, 0.44, 0.28
2023-04-07 13:50:17 0.41, 0.44, 0.28
2023-04-07 13:50:18 0.41, 0.44, 0.28
2023-04-07 13:50:19 0.62, 0.49, 0.29
2023-04-07 13:50:20 0.62, 0.49, 0.29
2023-04-07 13:50:21 0.62, 0.49, 0.29
2023-04-07 13:50:22 0.62, 0.49, 0.29
2023-04-07 13:50:23 0.62, 0.49, 0.29
2023-04-07 13:50:24 0.57, 0.48, 0.29
2023-04-07 13:50:25 0.57, 0.48, 0.29
2023-04-07 13:50:26 0.57, 0.48, 0.29
2023-04-07 13:50:27 0.57, 0.48, 0.29
2023-04-07 13:50:28 0.57, 0.48, 0.29
2023-04-07 13:50:29 0.52, 0.47, 0.29
2023-04-07 13:50:30 0.52, 0.47, 0.29
2023-04-07 13:50:31 0.52, 0.47, 0.29
2023-04-07 13:50:32 0.52, 0.47, 0.29
2023-04-07 13:50:33 0.52, 0.47, 0.29
2023-04-07 13:50:34 0.56, 0.48, 0.29
2023-04-07 13:50:35 0.56, 0.48, 0.29
2023-04-07 13:50:36 0.56, 0.48, 0.29
2023-04-07 13:50:37 0.56, 0.48, 0.29
2023-04-07 13:50:38 0.56, 0.48, 0.29
2023-04-07 13:50:39 0.68, 0.50, 0.30
2023-04-07 13:50:40 0.68, 0.50, 0.30
2023-04-07 13:50:41 0.68, 0.50, 0.30
2023-04-07 13:50:42 0.68, 0.50, 0.30
2023-04-07 13:50:43 0.68, 0.50, 0.30
2023-04-07 13:50:44 0.62, 0.50, 0.30
2023-04-07 13:50:45 0.62, 0.50, 0.30
2023-04-07 13:50:46 0.62, 0.50, 0.30
2023-04-07 13:50:47 0.62, 0.50, 0.30
2023-04-07 13:50:48 0.62, 0.50, 0.30
2023-04-07 13:50:49 0.57, 0.49, 0.30
2023-04-07 13:50:50 0.57, 0.49, 0.30
2023-04-07 13:50:51 0.57, 0.49, 0.30
2023-04-07 13:50:52 0.57, 0.49, 0.30
2023-04-07 13:50:53 0.57, 0.49, 0.30
2023-04-07 13:50:54 0.53, 0.48, 0.29
2023-04-07 13:50:55 0.53, 0.48, 0.29
2023-04-07 13:50:56 0.53, 0.48, 0.29
2023-04-07 13:50:57 0.53, 0.48, 0.29
2023-04-07 13:50:58 0.53, 0.48, 0.29
2023-04-07 13:50:59 0.48, 0.47, 0.29
2023-04-07 13:51:00 0.48, 0.47, 0.29
2023-04-07 13:51:01 0.48, 0.47, 0.29
2023-04-07 13:51:02 0.48, 0.47, 0.29
2023-04-07 13:51:03 0.48, 0.47, 0.29
2023-04-07 13:51:04 0.68, 0.51, 0.31
2023-04-07 13:51:05 0.68, 0.51, 0.31
2023-04-07 13:51:06 0.68, 0.51, 0.31
2023-04-07 13:51:07 0.68, 0.51, 0.31
2023-04-07 13:51:08 0.68, 0.51, 0.31
2023-04-07 13:51:09 0.63, 0.50, 0.31
2023-04-07 13:51:10 0.63, 0.50, 0.31
2023-04-07 13:51:11 0.63, 0.50, 0.31
2023-04-07 13:51:12 0.63, 0.50, 0.31
2023-04-07 13:51:13 0.63, 0.50, 0.31
2023-04-07 13:51:14 0.66, 0.51, 0.31
2023-04-07 13:51:15 0.66, 0.51, 0.31
2023-04-07 13:51:16 0.66, 0.51, 0.31
2023-04-07 13:51:17 0.66, 0.51, 0.31
2023-04-07 13:51:18 0.66, 0.51, 0.31
2023-04-07 13:51:19 0.69, 0.52, 0.31
2023-04-07 13:51:20 0.69, 0.52, 0.31
2023-04-07 13:51:21 0.69, 0.52, 0.31
2023-04-07 13:51:22 0.69, 0.52, 0.31
2023-04-07 13:51:23 0.69, 0.52, 0.31
2023-04-07 13:51:24 0.71, 0.53, 0.32
2023-04-07 13:51:25 0.71, 0.53, 0.32
2023-04-07 13:51:26 0.71, 0.53, 0.32
2023-04-07 13:51:27 0.71, 0.53, 0.32
2023-04-07 13:51:28 0.71, 0.53, 0.32
2023-04-07 13:51:29 0.66, 0.52, 0.31
2023-04-07 13:51:30 0.66, 0.52, 0.31
2023-04-07 13:51:31 0.66, 0.52, 0.31
2023-04-07 13:51:32 0.66, 0.52, 0.31
2023-04-07 13:51:33 0.66, 0.52, 0.31
2023-04-07 13:51:34 0.68, 0.53, 0.32
2023-04-07 13:51:35 0.68, 0.53, 0.32
2023-04-07 13:51:36 0.68, 0.53, 0.32
2023-04-07 13:51:37 0.68, 0.53, 0.32
2023-04-07 13:51:38 0.68, 0.53, 0.32
2023-04-07 13:51:39 0.63, 0.52, 0.32
2023-04-07 13:51:40 0.63, 0.52, 0.32
2023-04-07 13:51:41 0.63, 0.52, 0.32
2023-04-07 13:51:43 0.63, 0.52, 0.32
2023-04-07 13:51:44 0.63, 0.52, 0.32
2023-04-07 13:51:45 0.58, 0.51, 0.31
2023-04-07 13:51:46 0.58, 0.51, 0.31
2023-04-07 13:51:47 0.58, 0.51, 0.31
2023-04-07 13:51:48 0.58, 0.51, 0.31
2023-04-07 13:51:49 0.58, 0.51, 0.31
2023-04-07 13:51:50 0.77, 0.55, 0.33
2023-04-07 13:51:51 0.77, 0.55, 0.33
2023-04-07 13:51:52 0.77, 0.55, 0.33
2023-04-07 13:51:53 0.77, 0.55, 0.33
2023-04-07 13:51:54 0.77, 0.55, 0.33
2023-04-07 13:51:55 0.79, 0.56, 0.33
2023-04-07 13:51:56 0.79, 0.56, 0.33
2023-04-07 13:51:57 0.79, 0.56, 0.33
2023-04-07 13:51:58 0.79, 0.56, 0.33
2023-04-07 13:51:59 0.79, 0.56, 0.33
2023-04-07 13:52:00 0.81, 0.57, 0.34
2023-04-07 13:52:01 0.81, 0.57, 0.34
2023-04-07 13:52:02 0.81, 0.57, 0.34
2023-04-07 13:52:03 0.81, 0.57, 0.34
2023-04-07 13:52:04 0.81, 0.57, 0.34
2023-04-07 13:52:05 0.74, 0.56, 0.34
2023-04-07 13:52:06 0.74, 0.56, 0.34
2023-04-07 13:52:07 0.74, 0.56, 0.34
2023-04-07 13:52:08 0.74, 0.56, 0.34
2023-04-07 13:52:09 0.74, 0.56, 0.34
2023-04-07 13:52:10 0.68, 0.55, 0.33
2023-04-07 13:52:11 0.68, 0.55, 0.33
2023-04-07 13:52:12 0.68, 0.55, 0.33
2023-04-07 13:52:13 0.68, 0.55, 0.33
2023-04-07 13:52:14 0.68, 0.55, 0.33
2023-04-07 13:52:15 0.63, 0.54, 0.33
2023-04-07 13:52:16 0.63, 0.54, 0.33
2023-04-07 13:52:17 0.63, 0.54, 0.33
2023-04-07 13:52:18 0.63, 0.54, 0.33
2023-04-07 13:52:19 0.63, 0.54, 0.33
2023-04-07 13:52:20 0.74, 0.56, 0.34
2023-04-07 13:52:21 0.74, 0.56, 0.34
2023-04-07 13:52:22 0.74, 0.56, 0.34
2023-04-07 13:52:23 0.74, 0.56, 0.34
2023-04-07 13:52:24 0.74, 0.56, 0.34
2023-04-07 13:52:25 0.68, 0.55, 0.34
2023-04-07 13:52:26 0.68, 0.55, 0.34
2023-04-07 13:52:27 0.68, 0.55, 0.34
2023-04-07 13:52:28 0.68, 0.55, 0.34
2023-04-07 13:52:29 0.68, 0.55, 0.34
2023-04-07 13:52:30 0.70, 0.56, 0.34
2023-04-07 13:52:31 0.70, 0.56, 0.34
2023-04-07 13:52:32 0.70, 0.56, 0.34
2023-04-07 13:52:33 0.70, 0.56, 0.34
2023-04-07 13:52:34 0.70, 0.56, 0.34
2023-04-07 13:52:35 0.65, 0.55, 0.34
2023-04-07 13:52:36 0.65, 0.55, 0.34
2023-04-07 13:52:37 0.65, 0.55, 0.34
2023-04-07 13:52:38 0.65, 0.55, 0.34
2023-04-07 13:52:39 0.65, 0.55, 0.34
2023-04-07 13:52:40 0.60, 0.54, 0.34
2023-04-07 13:52:41 0.60, 0.54, 0.34
2023-04-07 13:52:42 0.60, 0.54, 0.34
2023-04-07 13:52:43 0.60, 0.54, 0.34
2023-04-07 13:52:44 0.60, 0.54, 0.34
2023-04-07 13:52:45 0.71, 0.57, 0.35
2023-04-07 13:52:46 0.71, 0.57, 0.35
2023-04-07 13:52:47 0.71, 0.57, 0.35
2023-04-07 13:52:48 0.71, 0.57, 0.35
2023-04-07 13:52:49 0.71, 0.57, 0.35
2023-04-07 13:52:50 0.81, 0.59, 0.36
2023-04-07 13:52:51 0.81, 0.59, 0.36
2023-04-07 13:52:52 0.81, 0.59, 0.36
2023-04-07 13:52:53 0.81, 0.59, 0.36
2023-04-07 13:52:54 0.81, 0.59, 0.36
2023-04-07 13:52:55 0.75, 0.58, 0.36
2023-04-07 13:52:56 0.75, 0.58, 0.36
2023-04-07 13:52:57 0.75, 0.58, 0.36
2023-04-07 13:52:58 0.75, 0.58, 0.36
2023-04-07 13:52:59 0.75, 0.58, 0.36
2023-04-07 13:53:00 0.69, 0.57, 0.35
2023-04-07 13:53:01 0.69, 0.57, 0.35
2023-04-07 13:53:02 0.69, 0.57, 0.35
2023-04-07 13:53:03 0.69, 0.57, 0.35
2023-04-07 13:53:04 0.69, 0.57, 0.35
2023-04-07 13:53:05 0.63, 0.56, 0.35
2023-04-07 13:53:06 0.63, 0.56, 0.35
2023-04-07 13:53:07 0.63, 0.56, 0.35
2023-04-07 13:53:08 0.63, 0.56, 0.35
2023-04-07 13:53:09 0.63, 0.56, 0.35
2023-04-07 13:53:10 0.58, 0.55, 0.35
2023-04-07 13:53:11 0.58, 0.55, 0.35
2023-04-07 13:53:12 0.58, 0.55, 0.35
2023-04-07 13:53:13 0.58, 0.55, 0.35
2023-04-07 13:53:14 0.53, 0.54, 0.35
2023-04-07 13:53:15 0.53, 0.54, 0.35
2023-04-07 13:53:16 0.53, 0.54, 0.35
2023-04-07 13:53:17 0.53, 0.54, 0.35
2023-04-07 13:53:18 0.53, 0.54, 0.35
2023-04-07 13:53:19 0.49, 0.53, 0.35
2023-04-07 13:53:20 0.49, 0.53, 0.35
2023-04-07 13:53:21 0.49, 0.53, 0.35
